job_id,job_title,company,industry,location,experience,education,salary,tags,update_date,job_description,job_categories,management_responsibility,work_shift,remote_work,BT_EXP,languages,tools,work_skills,other_conditions,update_date_clean,unique_key
85dn4,WA3A26_資深系統工程師(新竹),穎崴科技股份有限公司,半導體製造業,新竹縣竹北市,4年以上,大學,"月薪52,000~66,000元","年終獎金, 節日獎金/禮品, 津貼/補助, 分紅配股, 彈性上下班",12/02,"1. 儲存平台監控與維護： 負責偵測及處理平台異常狀況，並在緊急時迅速反應、追蹤並回報進度。
2. 應用系統資源規劃與支援： 根據需求進行資源配置，與廠商協作解決產品技術挑戰。
3. 備份系統異常處理： 主導備份平台異常事件的排查與修復，及時介入緊急狀況並回報處理情形。
4. 跨部門技術協調： 協助應用系統團隊調整資源配置，與外部合作夥伴共同解決技術問題。
5. 專案推動與自主執行： 依據主管指示獨立推動各項專案，包括設備EOS等。","系統工程師, 資料工程師",不需負擔管理責任,日班,未知,無需出差外派,英文,"Github, Git, Microsoft Exchange, TCP/IP","資料備份與復原, 系統架構規劃","1. 熟悉備份系統，如 Veritas NetBackup、Veeam Backup & Replication….等。
2. 有操作儲存系統經驗，如 Dell EMC Unity、NetApp FAS…….。
3. 熟悉虛擬化環境備份與儲存技術（例如 VMware vSphere、Microsoft Hyper-V 、PROXMOX 等）。
4. 熟悉 Linux/Unix 與 Windows 系統管理，能夠進行有效的故障排除。
5. 了解網路架構與系統安全，具備資安風險評估經驗者優先。",2025-12-02,85dn4|2025-12-02
76kp9,資料工程師,宇清數位智慧股份有限公司,電腦軟體服務業,新竹市,3年以上,大學,待遇面議,"年終獎金, 津貼/補助, 分紅配股, 優於勞基法特休, 停車位",12/02,"【我們希望您具備經驗跟特質】
 1. 對任何與數據有關的事物有極大的熱情
 2. 主動性高、能適應變化快速的技術與環境、愛好自我學習、探索與分享新知識
 3. 良好的溝通、表達、協同合作能力、邏輯與理解力強，可以配合任務出差
 4. 熟悉 SQL 與關聯式資料庫使用經驗。例如PostgreSQL，Oracle
 5. 有IE、半導體生產相關領域知識者佳
 【工作內容】
 1. 了解產品功能並能針對需求結構化資料庫設計
 2. 與客戶對接資料，快速理解領域知識並能精準的完成需求
 3. 負責產品資料處理、資料架構開發、維護以及監控機制
 4. 協助專案產品的導入與開發、以及相關的推廣與後續維護
 5. 與演算法工程師及專案經理合作，依專案需求整合資料格式","軟體工程師, 資料庫管理人員, 其他資訊專業人員",不需負擔管理責任,日班,未知,需出差，一年累積時間約三個月以下,不拘,"MS SQL, MySQL, Oracle, PL/SQL, PostgreSQL","資料庫系統管理維護, 資料庫程式設計, 資料庫軟體應用, MES工廠執行系統規劃管理",無,2025-12-02,76kp9|2025-12-02
89a9x,2025【仁寶暑期實習】AI演算法工程師,仁寶電腦工業股份有限公司,電腦及其週邊設備製造業,台北市內湖區,經歷不拘,碩士,"月薪36,000~39,000元","上市上櫃, 距捷運西湖站約270公尺, 年終獎金, 節日獎金/禮品, 津貼/補助",12/02,"1. 蒐集與處理相關資料
2. 確認並處理資料標記
3. 分析AI模型績效擇優算法，提出下階段改善方向
4.透過Anomaly 技術，識別出異常或缺陷的模型",軟體工程師,不需負擔管理責任,日班，08:00~17:00,未知,無需出差外派,英文,--,不拘,具備基礎AI知識與統計方法,2025-12-02,89a9x|2025-12-02
89db0,視覺圖像設計工程師,鴻海精密工業股份有限公司,消費性電子產品製造業,新北市土城區,經歷不拘,大學,待遇面議,"上市上櫃, 年終獎金, 節日獎金/禮品, 津貼/補助, 交通補助",12/02,"1. 制定自動化設備視覺應用改進完善方案
2. 視覺應用工作整體把控
3. 機器視覺方案設計及可行性分析
4. 自動化機器視覺算法設計及開發
5. 與客戶檢討設備方案及驗證狀況改善推動
6. 有良好的帶隊能力或專案驅動力","軟體工程師, AI工程師, 演算法工程師",不需負擔管理責任,日班,未知,需外派，一年累積時間約一個月以下,不拘,--,不拘,"1. 本科以上學歷，CET-4及以上，二年以上機器視覺開發調試工作經驗；
2. 精通圖像處理識別的理論和算法，主導過機器視覺系統分析和設計開發；
3. 有機器視覺編程思維，熟練操作VisionPro、Halcon等機器視覺開發軟件；
4. 具備獨立解決視覺異常分析問題的技能，并提出改善意見；",2025-12-02,89db0|2025-12-02
8pt21,工研院智慧機械科技中心_生成式AI研發與3D互動軟體工程師(D200),工研院 _財團法人工業技術研究院,其他專業／科學及技術業,南投縣南投市,經歷不拘,碩士,"月薪52,000元以上","年終獎金, 節日獎金/禮品, 津貼/補助, 優於勞基法特休, 彈性上下班",12/02,"{線上初面}
(1). 影像處理技術能力：熟悉 2D 影像與 3D 點雲資料處理，物件特徵分析，提供即時空間路徑與座標資訊 (2). 影像特徵辨識與定位：深度影像或點雲資料進行空間特徵識別 
(3). 影像處理與分析：應用2D深度影像處理或3D點雲資料進行物件的空間特徵識別與定位。
(4). 演算法開發：根據不同的任務需求調整影像處理的演算法。 
(5). Omniverse 與 3D 模型應用開發：物體偵測與辨識之AI模型開發與優化、 3D 建模、實體模型掃描、動作生成等相關演算法。
(6). 參與團隊study group，進行技術分享討論

※具申請工研院宿舍資格
※部門簡介：https://drive.google.com/file/d/1aN6G80DGfaDb3jnJ6QfYNRDYF59Z_iNx/view?usp=drive_link

【HR貼心提醒】若有意願應徵，請附上個人作品，提升履歷能見度，加速主管們對您的認識，謝謝。","軟體工程師, AI工程師, 演算法工程師",不需負擔管理責任,日班,未知,需出差，一年累積時間約一個月以下,不拘,--,"演算法設計, 影像辨識, 電腦視覺","1.碩士(含)以上畢業，資工資訊、電機電子、機械等相關科系畢業。

2.具以下經驗、特質者尤佳：
  (1)熟悉3D建模工具、數位分身平台、IoT與實體感測資料整合應用、自動畫模擬流程、影像處理及電腦視覺
  (2)具獨立作業能力、抗壓性強，態度正向、邏輯能力佳、良好的溝通能力，能與團隊成員有效協作。

3.面試時請檢附相當於TOEIC 650分之英語測驗成績證明，如無法提供，將安排參加本院英文檢測。

【HR貼心提醒】若有意願應徵，請附上個人作品(需提供影像處理、機器視覺或AOI相應專案作品集)，提升履歷能見度，加速主管們對您的認識，謝謝。",2025-12-02,8pt21|2025-12-02
7aiog,大數據處理工程師(高雄/桃園),鴻海精密工業股份有限公司,消費性電子產品製造業,高雄市前鎮區,3年以上,碩士,待遇面議,"上市上櫃, 距輕軌軟體園區站約70公尺, 年終獎金, 節日獎金/禮品, 津貼/補助",12/02,"Job Summary/Role:
The Big data developer team works closely with the manufacturing functions in all relative data fields, such as, 1) connecting and automating the data pipeline from MFG file servers, API, RDB, etc., 2) building structurally data warehouse and data market for flexible application or dashboard, and 3) also handling data cleansing and data governance. In order to accelerate the development of application/analysis, Big data developer will be the individual contributor with strong experience in the technologies of Big Data, Data warehouse, SQL and NoSQL etc. Also Big data developer will also work closely with data analysts/data scientists to solve the real MFG cases.

Responsibility:
• Collaborate with users, data analysts, data scientists to develop flowcharts, layouts and documents to identify solutions.
• Architect on real MFG needs and translate requirements into technical needs.
• Identify and understand the data sources that are relevant for analysis, and implement efficient data engineering functions (including data ingestion, cleaning, ETL, integration, etc.)
• Consolidate the requirements and using data engineering skills to design a robust Data Mart.
• Participate in design, architecture review and deployment of Big data and data warehouse solutions.
• Design for automation and monitoring mechanism in a continuous integration environment.
• Bring new data technology with POC to solve existing data challenges.
• With high performance and comprehensive SQL to process data in relational databases (or Map/Reduce style querying for NoSQL databases).
• Work closely with user/IT/data science team to design and develop scalable data pipeline or end-to-end analytical workflow.
• Provide direction, training, and guidance to less experienced team members.","軟體工程師, 演算法工程師",不需負擔管理責任,日班,未知,無需出差外派,英文,--,不拘,"Qualifications:
• Proficient in R/Python and related data processing packages (e.g., Pandas)
• Proven experience in developing data pipeline, data processing workflow, or data analytics system
• Master in using SQL to process data in relational databases such as Oracle and PostgreSQL as well as NoSQL databases.
• Ability to thrive in a dynamic, collaborative team environment
• Ability to document requirements and specifications.
• Excellent verbal and written communication skills.
• (Preferred) Have experience in data mining and machine learning
• (Preferred) Familiar to build up message queue environment and use it.
 (Prefered) Have experience working with Hadoop ecosystem (e.g., Map Reduce, Hive, Oozie) or Spark, Kafka, Flume, etc.
 (Plus) Familiar with Linux operation system
 (Plus) Have experience in system/database performance tuning.",2025-12-02,7aiog|2025-12-02
86om0,視覺事業處_大型語言模型工程師（LLM Engineer）,所羅門股份有限公司,自動控制相關業,台北市內湖區,經歷不拘,大學,待遇面議,"上市上櫃, 年終獎金, 節日獎金/禮品, 津貼/補助, 員工旅遊",12/02,"工作內容
1. 大型語言模型研究：深入研究和應用大型語言模型（如ChatGPT）以解決公司特定領域的挑戰。這包括了解模型的潛力和限制，以及如何為特定應用定制這些模型。
2. Python開發與應用：利用基礎Python編程技能，配合現有工具（如LLama2、LangChain）和框架，開發和整合AI功能以滿足公司產品的具體需求。
3. RAG應用開發：特別著重於RAG（Retrieval-Augmented Generation）技術的應用和開發，探索如何將其整合到現有的工作流程和解決方案中。
4. 技術追蹤與評估：持續追蹤AI和NLP領域的最新進展，特別是與ChatGPT相關的發展，評估其在公司特定應用中的可行性和有效性。

需求資格
1. Python編程經驗：具備基礎Python編程能力，熟悉基本的程式設計和開發流程。
2. ChatGPT應用經驗：有使用ChatGPT或相關大型語言模型進行專案開發的經驗，了解其在各種應用場景中的潛在用途。
3. NLP和RAG了解：對自然語言處理（NLP）有基本了解，並對RAG技術有實際的興趣或經驗。
4. 問題解決與團隊合作：展現出優秀的問題解決能力和團隊合作精神，能在多變的工作環境中承擔責任。
5. 學習與適應新技術：對新技術和工具保持開放的態度，願意學習並快速適應行業變化。","軟體工程師, 演算法工程師, 資料科學家",不需負擔管理責任,日班,未知,無需出差外派,不拘,--,不拘,具iPAS證書者尤佳，將優先考量。,2025-12-02,86om0|2025-12-02
8skau,數位行為分析師-I26,鴻華先進科技股份有限公司,汽車及其零件製造業,新北市新店區,3年以上,大學,待遇面議,"年終獎金, 節日獎金/禮品, 津貼/補助, 團體保險",12/02,"1. 網頁數位行為追蹤建立與執行
2. 使用者及市場資訊收集及分析
3. 市場趨勢收集與分析

【需求條件】
1. 基本文書
2.     市場分析、產品企劃、統計分析經驗
3. 網路爬蟲經驗

【人格特質】
1. 樂於溝通
2. 團隊合作
3. 勇於嘗試新事物","商業分析師, 市場調查／市場分析",不需負擔管理責任,日班,未知,需出差，一年累積時間未定,英文,--,不拘,無,2025-12-02,8skau|2025-12-02
80r3f,【個人金融】通路企劃人員(經驗行員),玉山銀行_玉山商業銀行股份有限公司,銀行業,台北市松山區,1年以上,大學,待遇面議,"上市上櫃, 年終獎金, 津貼/補助, 分紅配股, 團體保險",12/02,"適合曾有分行業務銷售經驗，後續規劃欲往總行分析企劃發展者。
1. 依年度業務績效目標與預算規劃，設計通路端績效提升之專案活動，並定期提供績效進度報告。
2. 用數據分析工具(如:Excel、Tableau等)收集、整理和分析業務績效數據，並彙整相關結果報告。
3. 企劃顧客經營互動之相關活動，並確保活動品質與產生效果。
4. 跨部門合作設計和推動業務企劃策略。參與制定長期和短期業務計劃，並評估其可行性。
5. 協助主管準備定期及不定期之專案報告或業務績效報告。

104僅供職缺參考，若您對此職缺有興趣，請至本行「玉山菁英甄選網站」投遞履歷，如書審通過，後續將邀請您參加面談。謝謝！
【網址：https://esnhr.pse.is/394b2n】","數據分析師／資料分析師, 統計學研究員, 資料科學家",不需負擔管理責任,日班，08:30~17:30,未知,需出差，一年累積時間未定,英文,"Python, Tableau",不拘,"1. 曾有分行業務經驗，後續規劃欲往總行分析企劃發展者佳。
2. 具數據分析經驗或會使用Tableau者佳。
3. 主動積極、具強烈企圖心與創新思維，樂於學習新事物",2025-12-02,80r3f|2025-12-02
5sdae,期貨策略 AI 工程師 (AI Engineer),天鏡科技股份有限公司,電腦系統整合服務業,新北市新莊區,經歷不拘,專科,待遇面議,"節日獎金/禮品, 員工宿舍, 免費下午茶",12/02,"你是對期貨買賣操作有想法的人嗎 ? 

徵求期貨界的傑西.李佛摩 -「最活躍的美國股市投機客」，想挑戰高薪及持續性收入嗎 ? 我們歡迎您加入「策略無限 - 策略開發」團隊 !!

* 我們有全世界最厲害的回測系統，您發想出來的策略，回測台灣期貨19年的交易資料只要5-10分鐘，其他的回測系統則需要3-4 個小時。5-10分鐘我們還不滿意呢， 1 秒內完成19年的回測是未來目標，這真的很 COOL。

Required Skills & Experience
• Experience of Deep Learning, machine learning and Artificial Intelligence with MS in Engineering, Mathematics, Computer Vision or Computer Science 
• Experience working with modern Deep Learning techniques, framework and applications, Python, DL framework (e.g Tensorflow, Keras, PyTorch...), C, C++, C# programming experience (One of them) 
• Experience working with Deep Learning projects 
• Good teamwork and interpersonal skills 
• Action oriented with good communication, analytical and problem-solving skills","演算法工程師, 軟體工程師",不需負擔管理責任,日班，9 : 00~18 : 00,未知,無需出差外派,不拘,--,不拘,無,2025-12-02,5sdae|2025-12-02
7onbw,工研院機械所-機器人視覺軟體工程師(Q500),工研院 _財團法人工業技術研究院,其他專業／科學及技術業,新竹縣竹東鎮,經歷不拘,碩士,待遇面議,"年終獎金, 節日獎金/禮品, 津貼/補助, 優於勞基法特休, 彈性上下班",12/02,"1.開發機器人與視覺整合之專案及應用。
2.依專案需求整合軟硬體之通訊與控制。
3.運用適當的深度學習、機器學習算法及傳統算法(物件辨識/分割，瑕疵檢測/量測等)。
4.2/3D視覺模組整合，應用於機器人(如手臂/足型/專用形等)。
5.AI視覺自動化模擬器開發。
6.AI視覺相關客製化功能與應用開發及整合。
7.根據專案需求，與團隊、客戶及供應商討論並執行客製化設計和製造規格討論。

*技術影片與技術簡介*
https://www.youtube.com/watch?v=BuUc_1zTrrg&t=1s
https://www.youtube.com/watch?v=XwTZacLUkdY&t=2s","演算法工程師, 軟體工程師, 韌體工程師",不需負擔管理責任,日班,未知,無需出差外派,英文,"C++, Python",不拘,"1.碩士(含)以上資工、電機、機械、自動化等相關系所畢。
2.具實際機器人與視覺整合開發經驗、影像處理及電腦視覺、機器人及自動控制、實際整合AI演算法於專案上之經驗者尤佳。 
3.熟悉C++/Python兩種語言，撰寫程式經驗1年以上，會使用OpenCV、Point Cloud Library、CUDA、QT. 者尤佳。
4.熟悉物件導向程式設計、多執行緒結構的程式、機器人與視覺整合應用與Design pattern者尤佳。 
5.態度積極、責任心強、具團隊合作力及溝通能力者尤佳。
6.面試時請檢附相當於TOEIC 650分之英語測驗成績證明, 如無法提供, 將安排參加本院英文檢測。",2025-12-02,7onbw|2025-12-02
8veil,觸控軟體韌體工程師,瑞鼎科技股份有限公司,IC設計相關業,新竹市,經歷不拘,碩士,待遇面議,"年終獎金, 節日獎金/禮品, 津貼/補助, 分紅配股, 家庭日",12/02,"1. 客戶需求專案支援
2. 觸控演算法開發與維護
3. 規劃及執行產品控制單元設計
4. 規劃執行產品韌體之撰寫，並維護量產產品","演算法工程師, 韌體工程師, 軟體工程師",不需負擔管理責任,日班,未知,需出差，一年累積時間約一個月以下,英文,"Android, C, C++, Visual C#",不拘,"1. 具工作熱忱、有企圖心
2. 良好的團隊合作能力，能夠與其他團隊成員進行溝通、協調、合作等工作。",2025-12-02,8veil|2025-12-02
60r2t,BIOS工程師,鴻海精密工業股份有限公司,消費性電子產品製造業,新北市土城區,3年以上,大學,待遇面議,"上市上櫃, 年終獎金, 節日獎金/禮品, 津貼/補助, 交通補助",12/02,"1. 伺服器BIOS軟體開發及維護
2. 客戶規格審閱
3. 專案問題分析及解決","BIOS工程師, 韌體工程師, 演算法工程師",不需負擔管理責任,日班，null,未知,需出差，一年累積時間未定,英文,--,不拘,"1. 熟悉C / C++ / Assembly
2. 熟悉UEFI BIOS
3. 熟悉伺服器軟硬體架構",2025-12-02,60r2t|2025-12-02
8w0tm,法金_數位客服規劃人員 (您準備好了嗎?歡迎加入法金數位革新之旅，一起打造『讓人驚艷的AI智慧服務』!),中國信託商業銀行股份有限公司,銀行業,台北市南港區,1年以上,大學,待遇面議,"距捷運南港軟體園區站約170公尺, 年終獎金, 節日獎金/禮品, 津貼/補助, 子女教育獎助學金",12/02,"1. 規劃並設計智能客服對話流程及使用者旅程
2. 參與法金各項AI客服導入與優化
3. 客戶需求與相關數據分析
4. 追踨AI技術趨勢，籍以提升客服自動化及服務品質

※請至中信官方招募網站投遞履歷：https://ctbcholding.wd3.myworkdayjobs.com/zh-TW/External/job/-_JR5833","客服工程師, 文字客服, AI工程師",不需負擔管理責任,日班，08:50~17:30,未知,無需出差外派,英文,--,不拘,"1. 熟悉客服流程，具備智能客服規劃或執行 1-2年 相關經驗
2. 具英語溝通能力尤佳 
3. 對新技術具備熱情且擅長跨單位溝通，邏輯清晰，能把複雜變簡單",2025-12-02,8w0tm|2025-12-02
7j53a,機器人工程師/Robotics Engineer,Inventec_英業達股份有限公司,電腦及其週邊設備製造業,台北市士林區,1年以上,碩士,"月薪55,000元以上","上市上櫃, 距捷運劍潭站約260公尺, 年終獎金, 節日獎金/禮品, 津貼/補助",12/02,"1. 運用深度強化學習開發機器人 Sim2Real 技術
2. 使用 ROS2 開發應用並部署於機器人系統
3. 開發機器人視覺系統，並透過傳統或機器學習演算法進行部署
4. 開發機器人導航系統
5. 整合工業機器人系統並開發相關應用
6. 具備中、英文溝通能力，能與團隊成員協同開發
7. 具備研究新技術的熱情，並樂於與團隊分享研究成果","AI工程師, 軟體工程師, 韌體工程師",不需負擔管理責任,日班，彈性,未知,無需出差外派,英文,"Linux, C++, Python",不拘,"1.熟悉 Linux & ROS(Robot Operating System) 與其生態系
2.使用機器人物理模擬器 (Nvidia Isaac Sim, Isaac Gym, MuJoCo, Bullet, Gazebo) 知識
3.有實際機器人開發之工作經驗
4.有足式機器人(人形、四足…等等)之操作經驗
5.有 ROS2 之開發經驗
6.有過機器人領域常見題目之開發經驗，例如：
    (1)機器人導航、定位、建圖
    (2)機器人電腦視覺
    (3)機器人運動控制
7.具備 Linux、CLI 和 bash 腳本之基礎知識
8.機器學習/深度學習和強化學習之開發經驗
9.機構設計和 CAD 繪圖工具之經驗
10.嵌入式系統、韌體撰寫、傳感器整合等，相關開發經驗",2025-12-02,7j53a|2025-12-02
72ay8,BIOS工程師,鴻海精密工業股份有限公司,消費性電子產品製造業,新北市土城區,2年以上,大學,待遇面議,"上市上櫃, 年終獎金, 節日獎金/禮品, 津貼/補助, 交通補助",12/02,"1.BIOS development engineering feasility estimation 
2.BIOS product specification definition 
3.BIOS engineering specification creation 
4.BIOS development 
5.BIOS debug and mantainance","BIOS工程師, 韌體工程師, 演算法工程師",不需負擔管理責任,日班，null,未知,需出差，一年累積時間未定,英文,--,不拘,"1. 熟悉C/C++Programming
2. 有相關工作經驗者優先錄取",2025-12-02,72ay8|2025-12-02
8t1lz,研發替代役-工研院機械所-AI智慧充電控制工程師(D500),工研院 _財團法人工業技術研究院,其他專業／科學及技術業,新竹縣竹東鎮,經歷不拘,碩士,待遇面議,"年終獎金, 節日獎金/禮品, 津貼/補助, 優於勞基法特休, 彈性上下班",12/02,"AI智慧充電通訊與充電電源設計與發展，包含:
1.全端、UI充電介面與後台鍵接。
2.充電通訊OCPP/ISO15118。
3.充電通訊/電源控制與程式撰寫。
4.充電通訊/電源測試驗證。","電源工程師, 電子工程師, 電信／通訊系統工程師",不需負擔管理責任,日班，8:00~17:00,未知,需出差，一年累積時間未定,英文,"C, C++",不拘,"1.碩士(含)以上電子、電機、機械等相關科系畢。
2.熟悉全端網頁、充電通訊、電力電子數位控制，電源轉換控制。
3.熟悉C／Ｃ++/Simulink等程式語言；具實務軟體設計及驗證經驗者佳。
4.請檢附相當於TOEIC 650分之英語測驗成績證明，如無法提供，將安排參加本院英文檢測。",2025-12-02,8t1lz|2025-12-02
