job_id,job_title,company,industry,location,experience,education,salary,tags,update_date,source_url,job_description,job_categories,management_responsibility,work_shift,remote_work,BT_EXP,languages,tools,work_skills,other_conditions
8ukbm,資料品質測試工程師,美商比特斯科技有限公司(籌備處),電腦軟體服務業,台北市信義區,3年以上,大學,"月薪57,000~77,000元","年終獎金, 節日獎金/禮品, 津貼/補助, 分紅配股, 不扣薪病/事假",,https://www.104.com.tw/jobs/search?jobcat=2007001022&page=1,"【主要職責】
  -  設計並維護 自動化資料驗證框架（Automation Framework），覆蓋 batch 與 streaming pipeline。
  -  針對 Kinesis、Kafka、Airflow、MySQL、Redshift 等環境執行資料驗證與轉換測試。
  -  開發與執行測試計畫，驗證資料擷取（Ingestion）、轉換（Transformation）與載入（Loading）的準確性。
  -  監控資料流程，偵測並通報資料異常、延遲、遺失等問題。
  -  與 Data Engineer 合作解決 pipeline、schema、metadata 相關問題。
  -  驗證資料模型、ETL/ELT 流程與商業邏輯的一致性與正確性。
  -  建立並維護 QA 文件，包括 Test Case、Runbook、Validation Report。
  -  參與資料平台版本釋出與更新，確保新功能與數據流穩定。
  -  實作 資料品質指標（Data Quality Metrics） 與警報機制，用於即時與排程任務監控。

【任職資格】
  -  3 年以上 Data QA、Data Engineering 或相關經驗。
  -  精通 SQL（MySQL / Redshift），能撰寫複雜查詢與資料驗證邏輯。
  -  熟悉 Streaming 系統（Kinesis、Kafka）資料流測試與監控。
  -  具 Airflow 或其他資料流程編排工具實務經驗。
  -  熟悉 Python，用於資料驗證與自動化測試腳本撰寫。
  -  理解資料倉儲架構、ETL/ELT 流程與資料建模。
  -  有大型資料集處理與效能調校經驗。
  -  了解 Schema 演進、Data Contract 與 Metadata 管理概念。

【加分條件】
  -  有 AWS 生態系操作經驗（S3、Lambda、Glue、IAM）。
  -  熟悉資料治理與法規遵循（GDPR、CCPA）。
  -  具測試框架經驗（PyTest、Great Expectations）。
  -  熟悉 CI/CD 流程並能應用於資料工作流測試。

【軟技能與團隊特質】
  -  對資料準確性、流程穩定性與品質具有高度責任感。
  -  細心、有條理，具備優秀的問題分析與溝通能力。
  -  樂於與跨部門合作（Data Engineer、Analyst、PM），共同提升資料品質。
  -  具持續學習與探索新技術的動能。

【工作地點】
  -  台北市（近捷運站）
  -  提供彈性上班制度與國際化數據團隊合作環境

【我們提供】
  -  具競爭力的薪資與年度獎金制度
  -  三節禮金與年度健康檢查
  -  彈性上下班與混合辦公制度
  -  國際化團隊合作與跨國職涯發展機會",資料工程師,不需負擔管理責任,日班,未知,無需出差外派,不拘,"MySQL,AWS,ETL","測試計劃及測試報告書撰寫,功能測試(function test),問題追蹤處理(Bug tracking),使用者測試(Usability test),軟體品質與保證,系統整合分析,模組化系統設計",無
8d7v2,技術工程類-AI自動化工程師,力成科技股份有限公司,半導體製造業,新竹縣湖口鄉,經歷不拘,碩士,待遇面議,"上市上櫃, 年終獎金, 津貼/補助, 分紅配股, 交通車",10月22日,https://www.104.com.tw/jobs/search?jobcat=2007001022&page=1,"1. 透過統計學、資料分析方法與機器學習演算法解決自動化系統整合上的問題。
2. 協助各部門完成產線工作自動化的需求。
3. AI System的推論表現的精進與訓練模型的維護。
4. 根據現有資料的解析結果，找出對產線有效益的關鍵因子。
5. 增進已運作的機器學習模型表現，如降低數值預測的誤差、提升分類表現的準確度。
6. 資料導入、資料優化處理。
7. 協助EDA使用者完成需求，並解決操作上的問題。
8. 定時追蹤人工智慧相關的學術研究及應用成果，衡量可行性與效益後落地實現。
9. AOI缺陷影像的生成與應用。","AI工程師,資料工程師,數據分析師／資料分析師",不需負擔管理責任,日班,未知,無需出差外派,英文,"C++,Python,PL/SQL","Machine Learning,機器學習,人工智慧",無
7osnc,I107 資料分析/數據工程師(可遠端工作),台灣大哥大股份有限公司,電信相關業,台北市大安區,經歷不拘,學歷不拘,"月薪36,000~60,000元","上市上櫃, 遠端工作, 年終獎金, 節日獎金/禮品, 津貼/補助",10月22日,https://www.104.com.tw/jobs/search?jobcat=2007001022&page=1,"【為什麼要加入台灣大哥大 IT 攻城精英團隊】
1.我們有穩定的福利制度，也有新創公司般的工作挑戰
2.我們致力打造一起學習、正向鼓勵回饋的工作環境
3.我們有體貼的居家上班制度
4.我們不是傳統的電信公司!正加速往區域級科技電信集團目標大步邁進
5.我們能讓你從「攻城師」升級為「攻城精英」，這裡絕對是個讓你可以升級武器、切磋技能、激發潛能的難得機會
6.我們還有一位跨領域身經百戰、兼具感性與知性、熱愛分享的超強 CIO 隊長！

【我們喜歡什麼樣的人】
1.具備團隊合作精神的 team player
2.優異的溝通及表達能力
3.開創性思考的能力
4.極端正面的工作態度、積極進取
5.具備優異的技術專案規劃、統籌與實作能力
6.對新興技術展現優異的理解能力及應用思維
工作不是人生的全部，但是一份精彩的工作會豐富成就你更好的人生
請給自己也給我們一個機會，加入我們一同持續精進IT專業技術，改寫自己的人生與改寫世界，讓我們一起變得更好，歡迎登艦！

【工作內容】
參與資料倉儲需求開發、資料分析/應用、大數據應用之專案開發與系統維運 :
A. 資料工程：
1.負責資料擷取及處理之ETL開發及維運
2.負責通路報表系統優化
3.通路業績日月報相關需求開發與維運
4.雲端通路即時戰報相關需求開發與維運
B. ML/DL建模：
1.負責模型特徵及機器學習模型之ETL開發及維運
2.訓練與優化機器學習或深度學習模型，提高準確度與效率
3.監控模型表現，並進行更新與迭代
4.進行資料預處理與特徵工程，並設計、開發與部署機器學習模型，解決業務問題

【必備技能】
A. 資料工程：
1.具備資料倉儲ETL開發技能
2.具備SQL程式後端開發技能
3.具備BI Report開發經驗
B. ML/DL建模：
1.具備ML/DL/AI實務經驗
2.熟悉Python 與相關機器學習框架及套件 (如：TensorFlow、PyTorch、Scikit-learn、Pandas、NumPy等)
3.熟悉常見的機器學習與深度學習演算法 (如：回歸、分類、聚類、CNN、RNN、Transformer等)
4.具備模型部署與優化經驗
5.具備CI/CD/Docker/MLOps 知識
6.具備PostgreSQL 或 SQL Server等資料庫開發經驗

【加分條件】
A. 資料工程
1.具備Trinity ETL開發經驗
2.具備Teradata SQL開發經驗
3.具備SQL Server Reporting Service報表開發經驗
4.具備Azure PowerBI報表開發經驗
5.具備SAP BOE開發經驗
6.具備Python後端開發經驗
7.善用 AI coding tools 加速開發並提升品質的經驗

B. ML/DL建模
1.具備生成式 AI (如 LLM) 的相關知識
2.具備雲端平台 (AWS/GCP/Azure) 的相關知識
3.熟悉BOE或Tableau等視覺化分析工具
4.參與過開源機器學習專案或發表相關論文
5.具備電信、金融或其他特定應用領域知識
6.善用 AI coding tools 加速開發並提升品質的經驗
C. 具備英文聽/說/讀/寫基本能力，有多益(TOEIC)聽讀550分以上尤佳

【薪資待遇】：月薪36,000元-60,000元，依績效另有豐厚年終獎金與員工紅利。","軟體工程師,Internet程式設計師",不需負擔管理責任,日班，可彈性選擇上班時段,部分遠端，每月可申請10日居家上班,無需出差外派,英文,"Python,ETL,Django,Power BI","軟體工程系統開發,軟體程式設計,Machine Learning,資料庫程式設計","【加分條件】
A.    資料工程
        1.具備Trinity ETL開發經驗
        2.具備Teradata SQL開發經驗
        3.具備SQL Server Reporting Service報表開發經驗
        4.具備Azure PowerBI報表開發經驗
        5.具備SAP BOE開發經驗
        6.具備Python後端開發經驗
        7.善用 AI coding tools 加速開發並提升品質的經驗

B.     ML/DL建模
        1.具備生成式 AI (如 LLM) 的相關知識
        2.具備雲端平台 (AWS/GCP/Azure) 的相關知識
        3.熟悉BOE或Tableau等視覺化分析工具
        4.參與過開源機器學習專案或發表相關論文
        5.具備電信、金融或其他特定應用領域知識
        6.善用 AI coding tools 加速開發並提升品質的經驗

C.     具備英文聽/說/讀/寫基本能力，有多益(TOEIC)聽讀550分以上尤佳"
8fce9,JC2002-軟體開發工程師(資料庫)-新竹區,頎邦科技股份有限公司,半導體製造業,新竹市,經歷不拘,大學,待遇面議,"上市上櫃, 節日獎金/禮品, 津貼/補助, 分紅配股, 員工宿舍",10月22日,https://www.104.com.tw/jobs/search?jobcat=2007001022&page=1,"1.資料庫架構設計：設計並實施高效、可擴展的資料庫架構。
2.數據平台建置：搭建、配置和維護數據平台。
3.數據整合與處理：整合多來源數據，進行ETL工作。
4.數據分析：進行數據分析和報告。
5.系統優化：持續優化數據平台和資料庫性能。


【面試資訊】
◎本職缺為新竹區/湖口區職缺聯招， ""工作地點""將依實際用人需求分配(固定工作地)
   新竹上班地點-新竹市展業一路10號
   湖口上班地點-新竹縣湖口鄉光復路12號

【薪資核敘】
◎依學經歷、科系、經驗相關性、特殊需求證照及專長等條件核敘個人薪資
◎如有輪班津貼/班制津貼則另計","全端工程師,軟體工程師,前端工程師",不需負擔管理責任,日班，08:30~17:30,未知,無需出差外派,不拘,"ASP.NET,C#,Java,Python,Visual Studio .net,MS SQL,Oracle,PL/SQL,hadoop,HTML,JavaScript,jQuery,CSS,Angular","系統架構規劃,系統整合分析,軟體程式設計,資料庫程式設計","需求經驗：
1. 資料庫架構經驗：大型數據庫設計經驗，精通SQL。
2. 數據平台建置經驗：熟悉Hadoop, Spark, Kafka等技術。
3. 數據整合與處理經驗：多來源數據整合，ETL流程。
4. 數據分析經驗：熟悉Python, R, SQL，具備數據可視化能力。
5. 系統優化經驗：數據平台和資料庫性能優化經驗。"
8ttop,AI研發工程師,天思數位科技股份有限公司,其它軟體及網路相關業,台中市西屯區,經歷不拘,大學,待遇面議,"年終獎金, 節日獎金/禮品, 津貼/補助, 員工旅遊, 免費下午茶",10月22日,https://www.104.com.tw/jobs/search?jobcat=2007001022&page=1,"【工作摘要】
研發多元 AI 應用，包括語音、影像、文件理解、資料分析、自然語言處理與生成式內容設計。


【工作內容】
1.使用 Python 與大型語言模型（LLM）開發與維護生成式 AI 應用。
2.建構 LangChain 流程與 Multi-Agent 系統。
3.研究並應用 RAG 技術，整合向量資料庫進行語意搜尋。
4.開發影像辨識模組（YOLO 等），並結合語言模型實作多模態應用。
5.規劃與管理資料流，使用 SQL/ETL 處理結構化與非結構化資料。
6.建置 Docker 部署環境，參與協定設計（MCP），推動 PoC 與產品化。

【期待的經驗跟特質】
1.熟悉生成式 AI 技術（LangChain、Multi-Agent、RAG、MCP）及電腦視覺應用（YOLO）尤佳。
2.熟悉 SQL/ETL 資料處理與資料流管理，並具自動化流程工具（如 n8n）整合經驗尤佳。
3.具良好分析思考、溝通協調及團隊合作能力。

【必要技能】
1.熟 Python 語言與相關開發框架，具良好程式設計與除錯能力。
2.熟 Docker 環境建置與容器化部署技術。
3.熟向量資料庫（Vector DB）應用與語意查詢概念。","AI工程師,軟體工程師,資料工程師",不需負擔管理責任,日班,未知,需外派，一年累積時間未定,英文,"Python,LLM,MS SQL,ETL","AI,生成式AI,資料庫軟體應用,語言模型,軟體程式設計,系統整合分析","【加分條件】
1.對 AI 技術充滿熱情，渴望用技術解決真實問題並創造價值。
2.樂於團隊合作與知識分享，和夥伴一起成長進步。
3.擁抱快速變化，持續學習新技術並追求更佳解決方案。"
8rh1n,數據分析工程師,中嘉數位股份有限公司,網際網路相關業,台北市信義區,1年以上,專科,待遇面議,"距捷運南京三民站約500公尺, 年終獎金, 節日獎金/禮品, 津貼/補助, 交通補助",10月22日,https://www.104.com.tw/jobs/search?jobcat=2007001022&page=1,"1.規劃高效的資料處理與分析流程，並具簡報製作與說明能力
2.跨部門溝通，與相關單位進行訪談，蒐集、規劃並分析各項資料
3.根據業務需求，資料蒐集、資料清洗與分析的自動化產出機制
4.維護例行報表，負責分析工具的建置與設定",數據分析師／資料分析師,不需負擔管理責任,日班,未知,無需出差外派,不拘,"Python,MS SQL,Excel,Tableau",不拘,
7x2qu,【總部】程式設計師,迷客夏_亞享實業股份有限公司,飲料店業,台南市北區,經歷不拘,碩士,待遇面議,"年終獎金, 節日獎金/禮品, 津貼/補助, 彈性上下班, 員工旅遊",10月22日,https://www.104.com.tw/jobs/search?jobcat=2007001022&page=1,"1.協助進行專案需求訪談、進度追蹤與會議紀錄
2.協助進行系統設計與分析
3.協助程式開發與維護
4.協助資料庫資料整理及報表開發
5.參與系統測試與問題處理","數據分析師／資料分析師,軟體工程師,資訊助理",不需負擔管理責任,日班，08:30~17:30,未知,無需出差外派,英文,"C#,Java","軟體程式設計,資料庫程式設計,系統整合分析","1.資訊或數理相關科系尤佳
2.具備 C# 或 Java 之開發基礎能力
3.具備物件導向程式設計基礎概念
4.了解資料庫基礎原理，具備資料庫基礎操作能力
5.對應用程式開發、人工智慧應用、數據分析等領域感興趣
6.加分項: 喜愛手搖飲、喜愛團隊合作
7.加分條件：喜歡和睦的團隊合作氛圍"
8fgfh,AI Application Engineer(竹南/台北),Phison Electronics Corp_群聯電子股份有限公司,IC設計相關業,苗栗縣竹南鎮,2年以上,大學,待遇面議,"上市上櫃, 年終獎金, 節日獎金/禮品, 津貼/補助, 員工宿舍",10月22日,https://www.104.com.tw/jobs/search?jobcat=2007001022&page=1,"1. 軟體需求討論及規劃, 實作高效能、高可用性、高擴充性之系統。
2. LLM、語音、多模態相關應用開發。
3. 底層演算法API串接 (Fine-tuning/Inference/RAG/Agent…)。
4. 開發Web service滿足前端軟體需求。
5. 維護既有系統並視需要規劃重構以增進可維護性。
6. 自動化持續整合和測試及持續交付。","AI工程師,軟體工程師,資料工程師",不需負擔管理責任,日班,未知,無需出差外派,英文,"C#,Python,Node.js",不拘,"1. 大學以上，電資學院、理工相關科系畢業，必需具備2年以上相關軟體開發經驗。
2. 熟悉至少一種語言 (Python/Node.js/C#)。
3. 熟悉虛擬化與容器技術Docker, Kubernetes。
4. 具備LLM inference service串接經驗(vllm, TensorRT, GPT, Ollama…)。
5. 熟悉至少一項資料庫系統，熟悉向量資料庫為佳(chroma, pg_vector, milvus…)。
6. 熟悉至少一種前端Web技術(Typescript, Vue, HTML…)。
7. 熟悉Linux。
8. 具備CI/CD流程經驗。
9. 具備langchain, llama_index串接經驗為佳。
10. 英文聽說讀寫流利。"
8u1vm,AI應用工程師 AI Application Engineer,QuickClick快一點_點點全球股份有限公司,網際網路相關業,台北市松山區,經歷不拘,大學,待遇面議,"遠端工作, 年終獎金, 節日獎金/禮品, 津貼/補助, 生日假",10月22日,https://www.104.com.tw/jobs/search?jobcat=2007001022&page=1,"【成為點點全球的一員：與我們一起顛覆餐飲科技】
在點點全球，我們的使命是「讓開店經營更簡單」。自2019年以來，我們推出了創新的「餐飲與零售科技雲端服務平台」，包括「快一點-線上點餐」和「點點付 DDPAY」兩大核心產品。我們專注於從點餐、收款、支付到會員CRM的全方位解決方案，致力於提升店家營運效率，減少人力成本，並助力市場拓展和會員回購。

【職務內容 Job Description】
1. 了解內部需求，將 AI 技術應用於實際業務場景，開發可落地的解決方案
2. 協助規劃並導入 AI 工具（如自動化、智慧客服、推薦系統、數據分析可視化等）
3. 負責資料收集、清理、前處理與模型訓練，確保 AI 模型能有效運作
4. 與產品、工程團隊合作，將 AI 模型或服務整合到既有系統或平台
5. 持續追蹤 AI 工具與應用趨勢，提出創新應用建議
6. 撰寫文件與使用手冊，協助內部團隊理解與運用 AI 成果

【必要條件 Necessary Conditions】
1. 熟悉 Python，能運用常見 AI/ML 套件（如 TensorFlow、PyTorch、scikit-learn 等）
2. 熟悉資料處理與數據分析（Pandas、SQL 等工具）
3. 具備 API 串接、系統整合或應用開發經驗
4. 對新技術有高度學習熱忱，能快速將工具轉化為可用解決方案
5. 具備良好的溝通能力，能將技術轉譯為業務或產品語言

【加分條件】
1. 有 NLP、電腦視覺或推薦系統應用經驗
2. 具備雲端（AWS/GCP/Azure）與 MLOps、Docker、Kubernetes 經驗
3. 熟悉商業流程數據，能將 AI 技術與實際業務結合

※ 面試需提供AI相關成果或應用案例參考","AI工程師,軟體工程師,資料工程師",不需負擔管理責任,日班，9:00-18:00(前後彈性1小時),部分遠端，申請制,無需出差外派,不拘,--,"AI,軟體程式設計",無
8p77j,軟體工程師人才/CEO,江海全聯股份有限公司,其他投資理財相關業,新竹縣竹北市,經歷不拘,大學,"月薪150,000~200,000元","年終獎金, 節日獎金/禮品, 津貼/補助, 員工旅遊, 部門聚餐",10月22日,https://www.104.com.tw/jobs/search?jobcat=2007001022&page=1,"【工作內容】

• 參與交友應用程式的功能開發、優化與維護
• 設計並實作高效能、高可用性的系統架構
• API 設計、資料庫建置與優化
• 與產品、設計、行銷團隊密切合作，快速迭代新功能
• 分析用戶行為數據，協助產品優化使用者體驗
• 持續學習新技術，提升產品穩定性與效能

【必備條件】

• 熟悉至少一種後端語言（如 Node.js、Python、Java 等）或前端框架（如 React、Vue）
• 熟悉 Git 版本控制
• 具備良好的溝通與團隊合作能力
• 對使用者體驗與產品開發充滿熱情

【加分條件】

• 有即時通訊、交友平台或社交App開發經驗 
• 有熟悉 Firebase、AWS、GCP 或其他雲端服務
• 有大型系統、多人併發、聊天功能開發經驗
• 具備基礎資料分析能力（了解用戶行為數據）

【待遇福利】

• 月薪範圍：依經驗可談（ $45,000～$80,000）
• 彈性上下班，可排班制
• 年終獎金、專案獎金
• 供應外縣市員工住宿（提供宿舍）
• 員工旅遊、定期聚餐","軟體工程師,數據分析師／資料分析師,全端工程師",不需負擔管理責任,日班,未知,無需出差外派,英文,--,不拘,無
8flaz,IT 資訊技術工程師 / 系統工程師,聚贏有限公司,網際網路相關業,台北市中正區,經歷不拘,大學,"月薪36,000~70,000元","距捷運大安森林公園站約360公尺, 年終獎金, 節日獎金/禮品, 津貼/補助, 分紅配股",10月22日,https://www.104.com.tw/jobs/search?jobcat=2007001022&page=1,"我們是一支結合 【創意與數據】 的跨域團隊，
專注於 SEO、網站行銷策略、文案企劃與網站分析，並結合軟體工程專業，
為客戶提供量身打造的行銷與技術整合服務。

在開放、扁平、友善的文化中，我們重視專業與品質，也相信數據與創意能改變未來，
誠摯邀請你加入這個一起成長的團隊！
_____________________________________________________________________________________________

<工作內容>

※ 日常工作（Routine）：

1. 提供 IT 支援與疑難排解（PC、網路、作業系統、軟體）
2. 管理 IT 資產與設定（作業系統、應用程式、硬體）
3. 產品與系統運維（環境建置、部署、監控、告警排除）

※ 專案任務（Project-based）：

1. 建置與優化 CI/CD 流程（GitLab CI）
2. 推動資訊安全管理與稽核流程
3. 雲端與容器化基礎設施維運（VM / Docker / 虛擬機）

※ 橫向合作：

1. 協助開發團隊進行系統部署與自動化建置
2. 與管理層溝通，撰寫 IT 作業與安全政策文件
3. 擔任團隊內部的 IT 支援角色，提升整體運營效率

<必要條件>

1. 2 年以上 IT 支援或系統管理相關經驗
2. 擅長至少一種程式語言（Python 佳）
3. 熟悉網路連線與設備管理
4. 擅長流程化與自動化實作
5. 良好的團隊合作能力，能提供夥伴技術支持

<加分條件>

1. 具備雲端平台、容器架構（如 Docker）經驗
2. 熟悉監控與日誌系統（如 Prometheus、Grafana、EFK）
3. 熟悉 Git 與版本控制工具
4. 有 DevOps 相關工具實作經驗","網路管理工程師,雲端工程師,數據分析師／資料分析師",不需負擔管理責任,日班,未知,無需出差外派,不拘,--,不拘,無
6mjk0,【工業4.0／智慧製造】智慧製造數據分析工程師 (山鶯廠區),欣興電子股份有限公司,印刷電路板製造業(PCB),桃園市龜山區,1年以上,碩士,"月薪41,000~80,000元","上市上櫃, 年終獎金, 節日獎金/禮品, 津貼/補助, 分紅配股",10月22日,https://www.104.com.tw/jobs/search?jobcat=2007001022&page=1,"1. 生產數據視覺化及網頁開發
2. 運用大數據資料分析技術，提供各項生產優化建議
3. 運用統計分析方法及機器學習提出適合演算模型
4. 生成式AI模型應用(大型語言模型 .RAG .Fine-tuning模型… )及協助開發AI Agent(含資料庫查詢.圖表生成.任務自動化模組…) 

#Python
#機器學習 Machine Learning
#大數據 Big Data","數據分析師／資料分析師,軟體工程師,資料科學家",不需負擔管理責任,日班,未知,無需出差外派,英文,"Python,R,MS SQL,HTML,CSS",不拘,"1. 具 Python、R或其他程式語言使用經驗
2. 具資料分析、機器學習、深度學習程式開發經驗者佳
3. 熟悉網頁基礎(HTML、CSS、JS)，具Django開發經驗者佳
4. 使用過 Git版控工具/Docker/Linux經驗佳尤佳
5. 熟悉資料結構與關聯庫存取SQL者尤佳
6. 具有良好的學習能力、創新能力與溝通協作能力
7. 熟悉Hugging Face、LangChain、Dify、n8n…等工具"
8n5u6,【工業4.0／智慧製造】智能大數據整合工程師 (山鶯廠區),欣興電子股份有限公司,印刷電路板製造業(PCB),桃園市龜山區,1年以上,碩士,"月薪41,000~80,000元","上市上櫃, 年終獎金, 節日獎金/禮品, 津貼/補助, 分紅配股",10月22日,https://www.104.com.tw/jobs/search?jobcat=2007001022&page=1,"1. 各項製程良率報表開發以及圖表繪製分析
2. 分析集團機台生產數據並建置分析模型，提供工廠營運改善建議
3. 負責集團大數據資料挖掘與整併、資料預處理、探勘、分析、管理與資料運算
4. 具Python程式撰寫能力，熟悉Django網站框架架構者佳
5. 熟悉資料分析技術(General statistics, Data mining, Machine learning, Deep learning等)者佳
6. 熟悉統計分析及模型建置者佳

【加分項目】
具SQL 程式能力者優


#Python
#機器學習 Machine Learning
#大數據 Big Data","數據分析師／資料分析師,軟體工程師,資料科學家",不需負擔管理責任,日班,未知,無需出差外派,英文,"Python,R,MS SQL,HTML,CSS",不拘,
8usy9,【臺灣第一量化交易公司】資料庫管理專員 Database Administrator,優式資本股份有限公司,證券及期貨業,台北市信義區,3年以上,大學,"年薪1,200,000~2,400,000元","距捷運台北101/世貿站約210公尺, 年終獎金, 節日獎金/禮品, 津貼/補助, 分紅配股",10月22日,https://www.104.com.tw/jobs/search?jobcat=2007001022&page=1,"【職務說明】
- 負責企業內部及雲端資料庫系統的建置、管理、維運與最佳化，確保資料的安全性、穩定性與高可用性，並協助開發與營運團隊進行資料效能調校及災難復原設計。

【主要職責】
- 規劃、安裝、設定與維護各類資料庫（如 Oracle、MSSQL等）。
- 監控資料庫效能，進行效能分析與調校（Performance Tuning）。
- 執行備份與還原策略，確保資料安全與災難復原（Backup & Recovery / DR）。
- 管理資料庫使用者權限與安全性控管。
- 協助開發團隊優化 SQL 查詢 / Stored Procedure及資料庫設計。
- 建立與維護資料庫自動化腳本與監控機制。

【條件需求】
- 學歷要求：資訊管理、電腦科學或相關科系畢業。
- 工作經驗：具 3 年以上資料庫管理或系統維運經驗者 + DBA相關證照
- 有金融相關知識者佳","軟體工程師,資料庫管理人員",不需負擔管理責任,日班,未知,無需出差外派,不拘,"Linux,Database Administrator,Database Management,ETL,MS SQL,Oracle","資料庫程式設計,系統架構規劃,資料庫系統管理維護","1. 有獨立思考，解決問題的能力
2. 追求把事情做到好
3. 有良好的溝通協調能力
4. 喜歡面對世界難題，勇於挑戰
5. 具備金融相關知識尤佳"
6thbw,AI資料與分析工程師 AI Data & Analytics Engineer,日商_建興儲存科技股份有限公司,資料儲存媒體製造及複製業,新竹市,2年以上,大學,待遇面議,"外商公司, 年終獎金, 節日獎金/禮品, 津貼/補助, 停車位",10月22日,https://www.104.com.tw/jobs/search?jobcat=2007001022&page=1,"1. Power BI視覺化與決策支持
2. 建立並維運資料管線
3. 數據分析與模型開發
4. 向量資料庫管理
5. API後端服務開發
6. 流程自動化與整合
7. 生成式 AI 與 RAG 應用","AI工程師,軟體工程師,資料工程師",不需負擔管理責任,日班,未知,無需出差外派,英文,"Python,PyTorch,scikit-learn,LLM,MySQL,Oracle,Power BI","建立統計精算模型,深度學習,語言模型","Must：
1. 視覺化：Power BI Dashboard 設計與資料清洗
2. Oracle、MySQL，資料模型設計、效能調校與 SQL優化
3. Python(Pandas、NumPy、Scikit‑learn)
4. 統計分析、特徵工程、模型評估
5. 生成式 AI：LLM API 整合(至少一種主流模型的實務應用)
6. RAG內部知識庫&向量搜尋、任一向量資料庫
 
Plus：
1. API 開發：RESTful 熟悉 FastAPI、Flask 或同級框架
2. 熟悉 Docker 與 Kubernetes，能將 AI 或資料服務容器化並部署。"
8sj5d,資料分析師 / Data Analyst - Tableau,聯和科創股份有限公司,電腦系統整合服務業,台北市中山區,5年以上,大學,待遇面議,"距捷運雙連站約330公尺, 年終獎金, 節日獎金/禮品, 津貼/補助, 優於勞基法特休",10月22日,https://www.104.com.tw/jobs/search?jobcat=2007001022&page=1,"此職務你會與其他管理、PM、工程師夥伴們一起優化產品系統，透過數據分析提供團隊數據進而提供策略性的建議，一同打造更好的操作介面。 
 1. 數據閱讀與分析能力。
 2. 統整數據、用戶研究、市場分析後，根據目標打造符合市場需求的功能。 
 3. 與研發、設計、測試團隊緊密合作，制定符合成本效益的產品規格。
 4. 訂定、追蹤專案時程、測試及後續上線後的成效追蹤和維運管理。 
 5. 質量管理：監控專案的質量標準，確保交付的成果符合組織的質量期望，推動和實施質量改進措施。
 6. 專業發展：持續學習和更新專業知識。
 7. 參與業內研討會和培訓，了解最新的專案管理趨勢。
 8. 協作和培養領導力：促進協作和團隊合作，建立正面的工作環境。培養自身領導力，激勵團隊成員達成共同的目標。
 9. 風險管理：識別、評估和管理專案可能面臨的風險，並制定應對策略以最大程度地減少對專案的影響。 
 10. 報告與評估：定期向管理層報告專案進度、問題和解決方案，並根據專案結束時的結果進行評估和學習。

【加分條件】
1. 熟悉Linux 指令、Windows cmd 指令、Apache、Nginx、和 SSH key","數據分析師／資料分析師,資料工程師",不需負擔管理責任,日班,未知,無需出差外派,英文,Tableau,不拘,無
8tlc9,AI 演算法工程師,瑞音生技醫療器材股份有限公司,醫療器材製造業,台北市內湖區,經歷不拘,大學,待遇面議,團體保險,10月22日,https://www.104.com.tw/jobs/search?jobcat=2007001022&page=1,"工作內容與職責：
•設計、開發與整合人工智慧與機器學習演算法，將演算法整合至實際應用系統中
•分析大量資料以建構預測模型、分類模型或其他 AI 解決方案
•研究最新 AI 技術趨勢，並評估其在公司產品中的應用可能性
•撰寫技術文件與模型報告，確保演算法開發流程可追溯與可維護
•協助模型部署、效能監控與持續優化","演算法工程師,軟體工程師,資料科學家",不需負擔管理責任,日班,未知,無需出差外派,英文,"PyTorch,tensorflow,Python",不拘,"必要條件：
•大學以上學歷，主修資訊工程、電機工程、統計、數學或相關科系
•具備相關工作經驗，含 AI、機器學習或資料科學領域
•熟悉 Python、TensorFlow、PyTorch 等主流 AI 開發工具
•具備良好的數學與統計基礎，熟悉模型訓練與評估流程
加分條件：
•熟悉RAG應用技術及AI Agen開發技術
•英文聽說讀寫能力佳，能閱讀技術文件與參與國際合作
•具備科技或醫療產業背景者尤佳"
8su1f,大數據應用及數據分析工程師,順益集團_裕益汽車股份有限公司,汽機車維修業,台北市中山區,經歷不拘,大學,待遇面議,"距捷運行天宮站約310公尺, 年終獎金, 節日獎金/禮品, 津貼/補助, 分紅配股",10月22日,https://www.104.com.tw/jobs/search?jobcat=2007001022&page=1,"熱愛數字、擅長用數據說故事嗎？加入我們，從海量資料中挖掘商機，讓數據成為決策的超能力！

工作內容
 1. 蒐集與整理各來源數據，建置資料庫。
 2. 進行統計分析、資料探勘與趨勢預測。
 3. 製作儀表板與數據報表，支援決策。
 4. 研究並導入大數據及 AI 新技術","資料科學家,資料工程師,數據分析師／資料分析師",不需負擔管理責任,日班，08:30~17:30 彈性半小時上下班時間(8:00-9:00都可以打卡，只要滿8小時),未知,無需出差外派,不拘,--,"數據分析,AI",無
