job_title,job_id,company,industry,location,experience,education,salary,salary_min,salary_max,salary_avg,salary_note,tags,update_date,source_url
AI應用工程師 AI Application Engineer,8u1vm,QuickClick快一點_點點全球股份有限公司,網際網路相關業,台北市松山區,經歷不拘,大學,待遇面議,,,,無薪資資訊,"遠端工作, 年終獎金, 節日獎金/禮品, 津貼/補助, 生日假",10/15,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=22
Data Engineer_ESG Consulting Office(內湖),8ukw6,台達電子工業股份有限公司 _DELTA ELECTRONICS INC.,其他電子零組件相關業,台北市內湖區,3年以上,大學,待遇面議,,,,無薪資資訊,"上市上櫃, 年終獎金, 津貼/補助, 分紅配股, 員工餐廳",10/15,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=23
【臺灣第一量化交易公司】資料庫管理專員 Database Administrator,8usy9,優式資本股份有限公司,證券及期貨業,台北市信義區,3年以上,大學,"年薪1,200,000~2,400,000元",100000.0,200000.0,150000.0,年薪轉換為月薪,"距捷運台北101/世貿站約210公尺, 年終獎金, 節日獎金/禮品, 津貼/補助, 分紅配股",10/15,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=23
數據分析工程師,8rh1n,中嘉數位股份有限公司,網際網路相關業,台北市信義區,1年以上,專科,待遇面議,,,,無薪資資訊,"距捷運南京三民站約500公尺, 年終獎金, 節日獎金/禮品, 津貼/補助, 交通補助",10/15,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=23
光學測量實驗工程師 含數據分析,8qomp,葳誠科技有限公司,電腦系統整合服務業,台北市內湖區,經歷不拘,大學,"月薪60,000~90,000元",60000.0,90000.0,75000.0,,"年終獎金, 節日獎金/禮品",10/15,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=23
【工業4.0／智慧製造】智慧製造數據分析工程師 (山鶯廠區),6mjk0,欣興電子股份有限公司,印刷電路板製造業(PCB),桃園市龜山區,1年以上,碩士,"月薪41,000~80,000元",41000.0,80000.0,60500.0,,"上市上櫃, 年終獎金, 節日獎金/禮品, 津貼/補助, 分紅配股",10/15,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=23
AI Solutions Engineer-Taipei,8rjvj,華騰國際科技股份有限公司(ATP Electronics Taiwan Inc.),資料儲存媒體製造及複製業,台北市內湖區,經歷不拘,大學,待遇面議,,,,無薪資資訊,"年終獎金, 節日獎金/禮品, 津貼/補助, 分紅配股, 彈性上下班",10/15,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=23
JC2002-軟體開發工程師(資料庫)-新竹區,8fce9,頎邦科技股份有限公司,半導體製造業,新竹市,經歷不拘,大學,待遇面議,,,,無薪資資訊,"上市上櫃, 節日獎金/禮品, 津貼/補助, 分紅配股, 員工宿舍",10/15,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=23
《天下雜誌》數據工程師 Data Engineer,8r0vb,天下雜誌股份有限公司,雜誌／期刊出版業,台北市中山區,2年以上,大學,待遇面議,,,,無薪資資訊,"距捷運松江南京站約260公尺, 年終獎金, 節日獎金/禮品, 津貼/補助, 不扣薪病/事假",10/15,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=23
AI 演算法工程師,8tlc9,瑞音生技醫療器材股份有限公司,醫療器材製造業,台北市內湖區,經歷不拘,大學,待遇面議,,,,無薪資資訊,團體保險,10/15,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=23
【TCC Group Holdings】Digital Intelligence Navigator,8nfht,(台泥)臺灣水泥股份有限公司,水泥及水泥製品製造業,台北市中山區,經歷不拘,碩士,待遇面議,,,,無薪資資訊,"上市上櫃, 距捷運雙連站約400公尺, 年終獎金, 節日獎金/禮品, 津貼/補助",10/15,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=23
資料科學家 Data Scientist,8tpvr,瑋恆科技有限公司,電腦軟體服務業,台中市西區,1年以上,大學,待遇面議,,,,無薪資資訊,"遠端工作, 年終獎金, 節日獎金/禮品, 津貼/補助, 優於勞基法特休",10/15,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=23
Generative AI Application Developer (完全遠距工作 WFH),8ufp6,印度商威普羅股份有限公司台灣分公司,電腦系統整合服務業,新北市板橋區,3年以上,專科,待遇面議,,,,無薪資資訊,"外商公司, 遠端工作, 津貼/補助, 優於勞基法特休, 不扣薪病/事假",10/15,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=23
Senior AI/LLM Engineer 人工智慧/大模型資深工程師 _ CTO Office (Taipei),8bsj9,台達電子工業股份有限公司 _DELTA ELECTRONICS INC.,其他電子零組件相關業,台北市內湖區,2年以上,碩士,待遇面議,,,,無薪資資訊,"上市上櫃, 年終獎金, 津貼/補助, 分紅配股, 員工餐廳",10/15,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=23
AI Application Engineer(竹南/台北),8fgfh,Phison Electronics Corp_群聯電子股份有限公司,IC設計相關業,苗栗縣竹南鎮,2年以上,大學,待遇面議,,,,無薪資資訊,"上市上櫃, 年終獎金, 節日獎金/禮品, 津貼/補助, 員工宿舍",10/15,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=23
MIS工程師(系統開發) 【中壢廠】,86gsa,TOYOTA製造商_國瑞汽車股份有限公司,汽車及其零件製造業,桃園市中壢區,經歷不拘,大學,"月薪40,000~52,000元",40000.0,52000.0,46000.0,,"年終獎金, 節日獎金/禮品, 津貼/補助, 分紅配股, 優於勞基法特休",10/15,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=23
駐外資訊管理主管 -越南,8pzbz,振泰織帶有限公司,其他紡織製品製造業,越南,3年以上,大學,待遇面議,,,,無薪資資訊,"年終獎金, 節日獎金/禮品, 津貼/補助, 停車位, 免費下午茶",10/15,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=23
AI 後端資料架構與訓練平台工程師 (AI Engineer - Backend Data & Training Platform),8oae0,晶錡微電子股份有限公司,電腦軟體服務業,台北市內湖區,3年以上,大學,待遇面議,,,,無薪資資訊,"距捷運港墘站約500公尺, 彈性上下班, 免費下午茶, 部門聚餐",10/15,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=23
大數據部門數據工程師,7763m,典通股份有限公司,工商顧問服務業,台北市中正區,經歷不拘,碩士,待遇面議,,,,無薪資資訊,"距捷運小南門站約400公尺, 年終獎金, 節日獎金/禮品, 津貼/補助, 分紅配股",10/15,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=23
[Cedars] AI Engineer,8f9eh,光寶科技股份有限公司,消費性電子產品製造業,台北市內湖區,2年以上,大學,待遇面議,,,,無薪資資訊,"上市上櫃, 距捷運港墘站約470公尺, 年終獎金, 節日獎金/禮品, 津貼/補助",10/15,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=23
資料科學家 Data Scientist_智聯網開發部(南科),8naj9,台達電子工業股份有限公司 _DELTA ELECTRONICS INC.,其他電子零組件相關業,台南市善化區,3年以上,碩士,待遇面議,,,,無薪資資訊,"上市上櫃, 年終獎金, 津貼/補助, 分紅配股, 員工餐廳",10/15,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=23
Data Analyst（E-Commerce Domain）｜電商方案數據分析師,8tj2k,集雅科技股份有限公司,其它軟體及網路相關業,台北市松山區,經歷不拘,專科,"年薪900,000~1,400,000元",75000.0,116666.0,95833.0,年薪轉換為月薪,"距捷運南京復興站約220公尺, 年終獎金, 健康檢查",10/15,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=24
數據工程師,8tick,冠德建設股份有限公司,建築工程業,台北市松山區,經歷不拘,大學,待遇面議,,,,無薪資資訊,"上市上櫃, 距捷運中山國中站約370公尺, 年終獎金, 節日獎金/禮品, 津貼/補助",10/15,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=24
管理資訊系統程式設計師,8ugex,宅急網股份有限公司,電信相關業,桃園市桃園區,經歷不拘,大學,待遇面議,,,,無薪資資訊,"年終獎金, 節日獎金/禮品, 津貼/補助, 分紅配股, 員工旅遊",10/15,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=24
【工業4.0／智慧製造】智能大數據整合工程師 (山鶯廠區),8n5u6,欣興電子股份有限公司,印刷電路板製造業(PCB),桃園市龜山區,1年以上,碩士,"月薪41,000~80,000元",41000.0,80000.0,60500.0,,"上市上櫃, 年終獎金, 節日獎金/禮品, 津貼/補助, 分紅配股",10/15,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=24
數據工程師 (底薪＋獎金),8943y,睿思創新股份有限公司,電腦軟體服務業,新北市板橋區,3年以上,大學,"月薪50,000~120,000元",50000.0,120000.0,85000.0,,"年終獎金, 節日獎金/禮品, 分紅配股",10/15,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=24
Gen AI應用工程師,8u82t,久元電子股份有限公司,半導體製造業,新竹市,2年以上,大學,待遇面議,,,,無薪資資訊,"上市上櫃, 年終獎金, 節日獎金/禮品, 津貼/補助, 分紅配股",10/15,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=24
AI 解決方案與應用數據工程師 (AI Solution & Application Data Engineer),8oael,晶錡微電子股份有限公司,電腦軟體服務業,台北市內湖區,2年以上,大學,待遇面議,,,,無薪資資訊,"距捷運港墘站約500公尺, 彈性上下班, 免費下午茶, 部門聚餐",10/15,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=24
零件資深工程師_資料中心事業部(南科),742mg,台達電子工業股份有限公司 _DELTA ELECTRONICS INC.,其他電子零組件相關業,台南市善化區,經歷不拘,大學,待遇面議,,,,無薪資資訊,"上市上櫃, 年終獎金, 津貼/補助, 分紅配股, 員工餐廳",10/15,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=24
數據工程師,6l6xj,神預科技有限公司,網際網路相關業,台南市中西區,經歷不拘,專科,待遇面議,,,,無薪資資訊,"年終獎金, 節日獎金/禮品, 分紅配股, 免費下午茶",10/15,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=24
伺服器管理工程師,8ugg0,宅急網股份有限公司,電信相關業,桃園市桃園區,經歷不拘,大學,待遇面議,,,,無薪資資訊,"年終獎金, 節日獎金/禮品, 津貼/補助, 分紅配股, 員工旅遊",10/15,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=24
資料分析師,7kuit,Phison Electronics Corp_群聯電子股份有限公司,IC設計相關業,苗栗縣竹南鎮,經歷不拘,大學,待遇面議,,,,無薪資資訊,"上市上櫃, 遠端工作, 年終獎金, 節日獎金/禮品, 津貼/補助",10/15,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=24
AI研究與專案實習生,8n88n,台泥企業團_臺泥資訊股份有限公司,電腦及其週邊設備製造業,台北市中山區,經歷不拘,碩士,時薪190元以上,33440.0,,33440.0,推估（時薪 × 8小時 × 22天）,"距捷運雙連站約400公尺, 年終獎金, 節日獎金/禮品, 津貼/補助, 分紅配股",10/15,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=24
資料分析師,8gd8h,大樹連鎖藥局_大樹醫藥股份有限公司,藥品／化妝品及清潔用品零售業,桃園市桃園區,1年以上,大學,待遇面議,,,,無薪資資訊,"上市上櫃, 年終獎金, 節日獎金/禮品, 津貼/補助, 分紅配股",10/15,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=24
【台北工作】遊戲軟體公司-遊戲數值企劃專員,8uthc,台灣英特艾倫人力資源有限公司,人力仲介代徵,台北市信義區,3年以上,專科,"月薪80,000元以上",80000.0,,80000.0,最低保證薪資,"年終獎金, 津貼/補助, 分紅配股, 生日假, 員工旅遊",10/15,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=24
【新竹】資料工程師 Data Engineer,8uclb,優必闊科技股份有限公司,其他電信及通訊相關業,新竹縣竹北市,經歷不拘,大學,待遇面議,,,,無薪資資訊,"年終獎金, 節日獎金/禮品, 津貼/補助, 分紅配股, 新人假",10/15,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=24
Data Scientist(資料科學家/AI 工程師),4jao3,李長榮化學工業股份有限公司,化學原料製造業,高雄市楠梓區,經歷不拘,碩士,待遇面議,,,,無薪資資訊,"年終獎金, 節日獎金/禮品, 津貼/補助, 員工宿舍, 子女教育獎助學金",10/15,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=24
AI Data Engineer(AI數據工程師),83004,統一資訊股份有限公司,電腦系統整合服務業,台北市內湖區,1年以上,大學,待遇面議,,,,無薪資資訊,"年終獎金, 節日獎金/禮品, 津貼/補助, 分紅配股, 新人假",10/15,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=24
(18)【2025資訊轉型與創新】數據應用開發工程師,8qfjt,鴻海精密工業股份有限公司,消費性電子產品製造業,新北市土城區,經歷不拘,大學,待遇面議,,,,無薪資資訊,"上市上櫃, 年終獎金, 節日獎金/禮品, 津貼/補助, 交通補助",10/15,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=24
AI管理師,8omvf,華宏新技股份有限公司,光電產業,高雄市前金區,經歷不拘,大學,"月薪35,000~55,000元",35000.0,55000.0,45000.0,,"上市上櫃, 距捷運前金站約240公尺, 年終獎金, 節日獎金/禮品, 津貼/補助",10/15,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=24
PA-全球知名美妝零售商-(Senior) Data Scientist(年薪1.5-2M/英文精通/需具零售業背景/data science &Machine Learning),8umyd,新加坡商立可人事顧問有限公司台灣分公司,人力仲介代徵,台北市松山區,4年以上,大學,"年薪1,500,000~2,000,000元",125000.0,166666.0,145833.0,年薪轉換為月薪,"外商公司, 津貼/補助, 分紅配股, 優於勞基法特休, 部門聚餐",10/15,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=24
Data Backend Engineer - Java【開放年後報到】,8uel7,艾奈科技有限公司,電腦軟體服務業,台北市信義區,3年以上,大學,"年薪1,400,000~2,200,000元",116666.0,183333.0,149999.5,年薪轉換為月薪,"距捷運市政府站約340公尺, 津貼/補助, 優於勞基法特休, 交通補助, 免費下午茶",10/15,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=25
資料工程師/後端工程師 (Data Engineer / Backend Engineer),8jvge,典通股份有限公司,工商顧問服務業,台北市中正區,1年以上,學歷不拘,待遇面議,,,,無薪資資訊,"距捷運小南門站約400公尺, 年終獎金, 節日獎金/禮品, 津貼/補助, 分紅配股",10/15,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=25
"PowerBI 報表數據開發工程師(南科,中科都有辦公室)",8r4nw,葳誠科技有限公司,電腦系統整合服務業,台中市西屯區,經歷不拘,大學,"月薪70,000~100,000元",70000.0,100000.0,85000.0,,"年終獎金, 節日獎金/禮品",10/15,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=25
〔資訊〕數據工程師,8s444,台新新光金控_台新國際商業銀行股份有限公司,銀行業,台北市內湖區,1年以上,大學,待遇面議,,,,無薪資資訊,"年終獎金, 節日獎金/禮品, 津貼/補助, 子女教育獎助學金, 員工旅遊",10/15,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=25
【台北/台中】AI法律科技 - Senior DBA & Senior PHP Engineer (薪優）,8ukie,布魯斯人事顧問有限公司,人力仲介代徵,台北市內湖區,5年以上,大學,待遇面議,,,,無薪資資訊,N/A,10/15,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=25
Data Engineer 數據工程師,8u65f,新加坡商納新科技有限公司台灣分公司,電腦軟體服務業,台北市南港區,7年以上,大學,待遇面議,,,,無薪資資訊,"節日獎金/禮品, 津貼/補助, 不扣薪病/事假, 彈性上下班, 免費下午茶",10/15,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=25
Data Analysis Engineer,6xmvb,瑞昱半導體股份有限公司,半導體製造業,新竹市,經歷不拘,碩士,待遇面議,,,,無薪資資訊,"上市上櫃, 年終獎金, 節日獎金/禮品, 津貼/補助, 分紅配股",10/15,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=25
資訊副理,8k0ya,奇威名品_奇威行有限公司,鞋類／布類／服飾品零售業,台北市大同區,10年以上,專科,待遇面議,,,,無薪資資訊,"距捷運北門站約350公尺, 津貼/補助, 員工宿舍, 員工優惠, 部門聚餐",10/15,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=25
資訊工程師,7ued5,聚恆科技股份有限公司,自動控制相關業,台南市永康區,3年以上,大學,"月薪36,000~55,000元",36000.0,55000.0,45500.0,,"年終獎金, 津貼/補助, 員工宿舍, 停車位, 子女教育獎助學金",10/15,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=25
"Data Engineer(台中,台南)目前還缺一位熟悉SSIS與Cloud相關的技術與經驗",8oqaa,葳誠科技有限公司,電腦系統整合服務業,台中市西屯區,3年以上,大學,"月薪70,000~100,000元",70000.0,100000.0,85000.0,,"年終獎金, 節日獎金/禮品",10/15,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=25
(15)【2025資訊轉型與創新】數據應用開發工程師,8qfif,鴻海精密工業股份有限公司,消費性電子產品製造業,新北市土城區,經歷不拘,大學,待遇面議,,,,無薪資資訊,"上市上櫃, 年終獎金, 節日獎金/禮品, 津貼/補助, 交通補助",10/15,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=25
Python 資深工程師,80bmw,達暉資訊有限公司,電腦系統整合服務業,台北市大安區,5年以上,高中,"月薪55,000~75,000元",55000.0,75000.0,65000.0,,"距捷運六張犁站約490公尺, 年終獎金, 節日獎金/禮品, 津貼/補助, 員工旅遊",10/15,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=25
【智慧製造／大數據】生成式AI應用工程師 (山鶯廠區),87g3w,欣興電子股份有限公司,印刷電路板製造業(PCB),桃園市龜山區,1年以上,大學,"月薪41,000~80,000元",41000.0,80000.0,60500.0,,"上市上櫃, 年終獎金, 節日獎金/禮品, 津貼/補助, 分紅配股",10/15,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=25
AI 系統維護與現場部署工程師,8lfh5,瑞艾科技有限公司,數位內容產業,台中市西區,經歷不拘,學歷不拘,"月薪35,000~50,000元",35000.0,50000.0,42500.0,,"年終獎金, 節日獎金/禮品, 免費下午茶",10/15,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=25
遊戲數據分析Game Data Analyst,8tb5h,遊悅科技股份有限公司,電腦軟體服務業,新北市永和區,經歷不拘,大學,"月薪36,000元以上",36000.0,,36000.0,最低保證薪資,"距捷運頂溪站約280公尺, 津貼/補助, 分紅配股, 部門聚餐, 健康檢查",10/15,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=25
(1052)資深資料庫管理師,8k4ia,神準科技股份有限公司,通訊機械器材相關業,桃園市龜山區,5年以上,大學,待遇面議,,,,無薪資資訊,"年終獎金, 節日獎金/禮品, 津貼/補助, 分紅配股, 優於勞基法特休",10/15,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=25
【台中】數據工程師,7efbu,智生活科技股份有限公司,電腦軟體服務業,台中市北區,經歷不拘,專科,"月薪40,000~100,000元",40000.0,100000.0,70000.0,,"年終獎金, 節日獎金/禮品, 津貼/補助, 分紅配股, 生日假",10/15,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=25
生成式AI工程師,83yx7,台泥企業團_臺泥資訊股份有限公司,電腦及其週邊設備製造業,台北市中山區,經歷不拘,大學,待遇面議,,,,無薪資資訊,"距捷運雙連站約400公尺, 年終獎金, 節日獎金/禮品, 津貼/補助, 分紅配股",10/15,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=25
後端工程師｜銷售與數據中心,8umgh,寵物百分百股份有限公司,寵物相關服務業,高雄市仁武區,1年以上,專科,待遇面議,,,,無薪資資訊,"年終獎金, 節日獎金/禮品, 津貼/補助, 生日假, 帶寵物上班",10/15,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=25
資料科學家 Data Scientist_智聯網開發部(台北),8navz,台達電子工業股份有限公司 _DELTA ELECTRONICS INC.,其他電子零組件相關業,台北市內湖區,3年以上,碩士,待遇面議,,,,無薪資資訊,"上市上櫃, 年終獎金, 津貼/補助, 分紅配股, 員工餐廳",10/15,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=25
硬體系統電源工程師_資料中心冷卻系統產品(中壢),7cbut,台達電子工業股份有限公司 _DELTA ELECTRONICS INC.,其他電子零組件相關業,桃園市中壢區,經歷不拘,碩士,待遇面議,,,,無薪資資訊,"上市上櫃, 年終獎金, 津貼/補助, 分紅配股, 員工餐廳",10/15,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=26
【竹科】駐廠台積電-品管副工程師,8b0ld,台灣尖端技術有限公司,建物裝修及裝潢業,新竹縣寶山鄉,經歷不拘,學歷不拘,"月薪34,000~38,000元",34000.0,38000.0,36000.0,,"年終獎金, 節日獎金/禮品, 津貼/補助, 員工旅遊, 免費下午茶",10/15,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=26
A00541-P15600 Android 資料收集應用程式開發工程師(台南)(無經驗可),8ryon,日商DAIFUKU_台灣大福高科技設備股份有限公司,自動控制相關業,台南市新市區,經歷不拘,碩士,待遇面議,,,,無薪資資訊,"年終獎金, 節日獎金/禮品, 津貼/補助, 優於勞基法特休, 生日假",10/15,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=26
資料工程師(士林),8tt69,Inventec_英業達股份有限公司,電腦及其週邊設備製造業,台北市士林區,1年以上,大學,待遇面議,,,,無薪資資訊,"上市上櫃, 距捷運劍潭站約370公尺, 年終獎金, 節日獎金/禮品, 津貼/補助",10/15,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=26
SQL 開發工程師,7ioip,聖嘉資訊科技股份有限公司,其它軟體及網路相關業,台北市信義區,1年以上,大學,"月薪35,000元以上",35000.0,,35000.0,最低保證薪資,"津貼/補助, 生日假, 部門聚餐, 進修補助",10/15,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=26
新竹 | PE (Product Engineer),8td0k,HCL Technologies Taiwan_台灣愛渠西來技術股份有限公司,電腦軟體服務業,新竹市,3年以上,大學,"月薪55,000元以上",55000.0,,55000.0,最低保證薪資,"外商公司, 年終獎金, 津貼/補助, 健康檢查",10/15,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=26
Data Engineer 數據工程師,87e39,香港商香港球鞋團隊有限公司,其它軟體及網路相關業,台北市中正區,1年以上,大學,待遇面議,,,,無薪資資訊,"距捷運善導寺站約450公尺, 節日獎金/禮品, 津貼/補助, 不扣薪病/事假, 彈性上下班",10/15,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=26
【2026研發替代役暨預聘】Robotics Software Architecture & Systems Engineer_ Delta Robotics Innovation Center (Taipei),8u7pk,台達電子工業股份有限公司 _DELTA ELECTRONICS INC.,其他電子零組件相關業,台北市內湖區,經歷不拘,碩士,待遇面議,,,,無薪資資訊,"上市上櫃, 年終獎金, 津貼/補助, 分紅配股, 員工餐廳",10/15,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=26
Senior Backend Engineer ｜資深後端工程師,88jyo,瑞盛數位科技股份有限公司,電腦軟體服務業,台北市松山區,經歷不拘,大學,"年薪1,000,000元以上",83333.0,,83333.0,年薪轉換為月薪,"距捷運中山國中站約300公尺, 節日獎金/禮品, 津貼/補助, 優於勞基法特休, 不扣薪病/事假",10/15,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=26
資訊部 資料分析工程師(台中),8l4s2,泓德能源科技股份有限公司,光電產業,台中市北區,2年以上,大學,待遇面議,,,,無薪資資訊,"年終獎金, 節日獎金/禮品, 津貼/補助, 分紅配股, 優於勞基法特休",10/15,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=26
Data Engineer【開放年後報到】,86nbr,艾奈科技有限公司,電腦軟體服務業,台北市信義區,3年以上,大學,"年薪1,000,000~1,800,000元",83333.0,150000.0,116666.5,年薪轉換為月薪,"距捷運市政府站約340公尺, 津貼/補助, 優於勞基法特休, 交通補助, 免費下午茶",10/15,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=26
大數據部門前端工程師,7etzr,典通股份有限公司,工商顧問服務業,台北市中正區,經歷不拘,大學,待遇面議,,,,無薪資資訊,"距捷運小南門站約400公尺, 年終獎金, 節日獎金/禮品, 津貼/補助, 分紅配股",10/15,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=26
SAP工程師,8ot6g,力晶積成電子製造股份有限公司(力積電),半導體製造業,新竹市,1年以上,大學,待遇面議,,,,無薪資資訊,"年終獎金, 節日獎金/禮品, 津貼/補助, 分紅配股, 員工宿舍",10/15,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=26
《坤侑科技》維運工程師 Maintenance Engineer,79avg,坤侑科技股份有限公司,電腦軟體服務業,台北市信義區,3年以上,專科,待遇面議,,,,無薪資資訊,"年終獎金, 節日獎金/禮品, 津貼/補助, 生日假, 彈性上下班",10/15,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=26
演算法工程師,8rtxs,滙嘉健康生活科技股份有限公司,醫療器材製造業,新竹縣竹北市,經歷不拘,碩士,待遇面議,,,,無薪資資訊,"年終獎金, 分紅配股, 部門聚餐, 專業證照獎金",10/15,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=26
系統工程師,85od4,富啟科技有限公司,電腦軟體服務業,台北市中山區,經歷不拘,高中,"月薪35,000~48,000元",35000.0,48000.0,41500.0,,距捷運松江南京站約220公尺,10/15,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=26
工研院中分院_生產管理ERP系統工程師(H400),8sfht,工研院 _財團法人工業技術研究院,其他專業／科學及技術業,高雄市前鎮區,經歷不拘,碩士,待遇面議,,,,無薪資資訊,"年終獎金, 節日獎金/禮品, 津貼/補助, 優於勞基法特休, 彈性上下班",10/15,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=26
Python 工程師 （智慧社區 / 智慧家庭整合） (台中),8fge7,瑞司智慧整合股份有限公司,電腦系統整合服務業,台中市大里區,3年以上,大學,"月薪50,000~110,000元",50000.0,110000.0,80000.0,,"年終獎金, 分紅配股",10/15,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=26
AI工程師(遠端工作),8hvxj,川圖有限公司,網際網路相關業,台中市西屯區,2年以上,大學,待遇面議,,,,無薪資資訊,"遠端工作, 年終獎金, 津貼/補助, 彈性上下班, 員工旅遊",10/15,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=26
ERP導入顧問(億看系統),8uubz,上尚文化企業有限公司,其他教育服務業,新北市板橋區,1年以上,高中,"時薪1,500元以上",264000.0,,264000.0,推估（時薪 × 8小時 × 22天）,"遠端工作, 距捷運板新站約60公尺, 年終獎金, 節日獎金/禮品, 津貼/補助",10/15,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=26
熱流資深工程師_資料中心冷卻系統產品(中壢),7jo7h,台達電子工業股份有限公司 _DELTA ELECTRONICS INC.,其他電子零組件相關業,桃園市中壢區,經歷不拘,大學,待遇面議,,,,無薪資資訊,"上市上櫃, 年終獎金, 津貼/補助, 分紅配股, 員工餐廳",10/15,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=27
