job_title,job_id,company,industry,location,experience,education,salary,salary_min,salary_max,salary_avg,salary_note,tags,update_date,source_url
IT 資訊技術工程師 / 系統工程師,8flaz,聚贏有限公司,網際網路相關業,台北市中正區,經歷不拘,大學,"月薪36,000~70,000元",36000.0,70000.0,53000.0,,"距捷運大安森林公園站約360公尺, 年終獎金, 節日獎金/禮品, 津貼/補助, 分紅配股",10/19,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=1
資深 LLM/AI工程師,8sz8e,天賦人工智慧股份有限公司,電腦軟體服務業,台北市信義區,經歷不拘,學歷不拘,"月薪75,000~120,000元",75000.0,120000.0,97500.0,,"遠端工作, 距捷運永春站約280公尺, 年終獎金, 津貼/補助, 分紅配股",10/19,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=1
AI/ML 工程師,8l3is,智訓科技股份有限公司,電腦軟體服務業,台北市大安區,3年以上,專科,待遇面議,,,,無薪資資訊,"遠端工作, 距捷運六張犁站約460公尺, 免費下午茶",10/19,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=1
資料庫維護軟體開發(實習),6v4vg,綠光能數位有限公司,電腦系統整合服務業,台北市中山區,經歷不拘,高中,"月薪28,590元",28590.0,,28590.0,最低保證薪資,"距捷運南京復興站約500公尺, 年終獎金, 節日獎金/禮品, 津貼/補助, 交通補助",10/19,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=1
AI研發工程師,8q5o0,樂倍達數位科技股份有限公司,電腦軟體服務業,台北市中山區,1年以上,大學,待遇面議,,,,無薪資資訊,"距捷運民權西路站約470公尺, 年終獎金, 分紅配股, 免費下午茶, 部門聚餐",10/19,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=1
資訊工程師,8u4ae,旭然國際股份有限公司,其他相關製造業,雲林縣斗六市,1年以上,大學,"月薪32,000~40,000元",32000.0,40000.0,36000.0,,"上市上櫃, 年終獎金, 節日獎金/禮品, 津貼/補助, 分紅配股",10/19,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=1
數據工程師,89w9x,旭捷資訊有限公司,電腦軟體服務業,台北市中山區,經歷不拘,大學,待遇面議,,,,無薪資資訊,"距捷運行天宮站約360公尺, 年終獎金, 節日獎金/禮品, 津貼/補助, 優於勞基法特休",10/19,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=1
PHP工程師,68fa6,鴻翔國際電通股份有限公司,電子通訊／電腦週邊批發業,新北市新店區,2年以上,大學,待遇面議,,,,無薪資資訊,"距捷運大坪林站約140公尺, 年終獎金, 節日獎金/禮品, 津貼/補助, 彈性上下班",10/19,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=1
歡迎應屆畢業生 / 屆退社會新鮮人！<外商軟體及消費性電子產品公司> 資料中心助理工程師 Data Center Technician - 桃園市<派遣職>105IW,8sgpx,萬寶華企業管理顧問股份有限公司,人力仲介代徵,桃園市桃園區,經歷不拘,大學,待遇面議,,,,無薪資資訊,N/A,10/19,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=1
應用系統開發工程師,7bsis,中國信託資融股份有限公司,其他金融及輔助業,台北市中正區,4年以上,專科,待遇面議,,,,無薪資資訊,"年終獎金, 節日獎金/禮品, 津貼/補助, 子女教育獎助學金, 員工旅遊",10/19,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=1
【沃盛集團】資訊 工程師/主任,8l4no,沃盛資本股份有限公司,不動產經營業,台北市中正區,5年以上,專科,待遇面議,,,,無薪資資訊,"距捷運台北車站約270公尺, 免費下午茶",10/19,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=1
軟體工程師-S101,8i42d,精誠金融科技股份有限公司,電腦系統整合服務業,台北市信義區,2年以上,大學,"月薪36,000~50,000元",36000.0,50000.0,43000.0,,"距捷運松山站約160公尺, 年終獎金, 節日獎金/禮品, 津貼/補助, 分紅配股",10/19,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=1
oracle資料庫管理工程師,8r6dv,龍生工業股份有限公司,電腦及其週邊設備製造業,新北市樹林區,3年以上,專科,"月薪50,000~65,000元",50000.0,65000.0,57500.0,,"年終獎金, 節日獎金/禮品, 津貼/補助, 分紅配股, 員工旅遊",10/19,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=1
學習型 人工智慧物聯網 AIoT 實習生,8nxyk,邑方醫療器材企業社,其他醫療保健服務業,台中市東區,經歷不拘,專科,N/A,,,,無法解析薪資格式,"年終獎金, 節日獎金/禮品, 津貼/補助, 新人假, 停車位",10/19,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=1
軟體工程師,8ulc6,一元素科技股份有限公司,其他電子零組件相關業,台北市內湖區,1年以上,大學,待遇面議,,,,無薪資資訊,"年終獎金, 節日獎金/禮品, 津貼/補助, 分紅配股, 員工旅遊",10/19,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=1
T－雲端維護工程師（7x24）（台北）,8tt4e,緯創軟體股份有限公司,電腦軟體服務業,台北市中山區,1年以上,大學,待遇面議,,,,無薪資資訊,"年終獎金, 節日獎金/禮品, 津貼/補助, 彈性上下班, 停車位",10/18,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=1
T－Helpdesk 工程師（台北）,8riw0,緯創軟體股份有限公司,電腦軟體服務業,台北市大安區,2年以上,大學,"月薪35,000~42,000元",35000.0,42000.0,38500.0,,"年終獎金, 節日獎金/禮品, 津貼/補助, 彈性上下班, 停車位",10/18,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=1
數據整合與智能流程開發工程師（Data Integration & Intelligent Process Engineer）,8pat6,三左興業股份有限公司,電力機械器材製造修配業,高雄市苓雅區,1年以上,專科,"月薪45,000~80,000元",45000.0,80000.0,62500.0,,"距捷運信義國小站約310公尺, 年終獎金, 節日獎金/禮品, 津貼/補助, 分紅配股",10/18,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=1
資料工程師 Data Engineer,8ucpg,風不大發展有限公司,工商顧問服務業,台北市大同區,經歷不拘,學歷不拘,"月薪45,000~100,000元",45000.0,100000.0,72500.0,,"遠端工作, 距捷運中山站約290公尺, 年終獎金, 分紅配股, 彈性上下班",10/18,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=1
T－機房／系統維運人員（台北）,8rluk,緯創軟體股份有限公司,電腦軟體服務業,台北市北投區,1年以上,高中,"月薪30,000~40,000元",30000.0,40000.0,35000.0,,"年終獎金, 節日獎金/禮品, 津貼/補助, 彈性上下班, 停車位",10/18,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=1
機器學習工程師,8bjkr,瑞艾科技有限公司,數位內容產業,台中市西區,經歷不拘,學歷不拘,"月薪30,000~50,000元",30000.0,50000.0,40000.0,,"年終獎金, 節日獎金/禮品, 免費下午茶",10/18,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=1
A－（半導體業）IT System Analyst IT系統分析師（新竹）,8jowv,緯創軟體股份有限公司,電腦軟體服務業,新竹市,2年以上,專科,待遇面議,,,,無薪資資訊,"年終獎金, 節日獎金/禮品, 津貼/補助, 彈性上下班, 停車位",10/18,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=1
AI工程師、深度學習工程師、人工智慧研究員（AI Engineer）,7mvok,玩構網路科技有限公司,其它軟體及網路相關業,高雄市楠梓區,經歷不拘,碩士,"月薪50,000~75,000元",50000.0,75000.0,62500.0,,"年終獎金, 分紅配股, 免費下午茶, 部門聚餐",10/18,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=1
零碳數據分析經理,7moj6,今時科技股份有限公司,網際網路相關業,台北市南港區,2年以上,大學,"年薪500,000~1,500,000元",41666.0,125000.0,83333.0,年薪轉換為月薪,"距捷運南港軟體園區站約280公尺, 年終獎金, 節日獎金/禮品, 津貼/補助, 分紅配股",10/18,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=1
Senior Software Engineer (Backend),8cx69,HOMEE AI_睿締國際科技股份有限公司,其它軟體及網路相關業,台北市中山區,5年以上,大學,"年薪1,500,000~2,000,000元",125000.0,166666.0,145833.0,年薪轉換為月薪,"遠端工作, 年終獎金, 優於勞基法特休, 不扣薪病/事假, 彈性上下班",10/18,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=1
【進金生國際-數位化管理中心】後端工程師(對工業物聯網 (IIoT)、雲端部署及能源數據管理有興趣，歡迎加入我們！),8nk83,進金生國際股份有限公司,光電產業,台北市內湖區,經歷不拘,專科,"月薪40,000~60,000元",40000.0,60000.0,50000.0,,"年終獎金, 節日獎金/禮品, 津貼/補助, 分紅配股, 員工旅遊",10/18,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=1
軟體工程師,6m0qh,陽鵬資訊股份有限公司,電腦軟體服務業,台北市內湖區,1年以上,大學,待遇面議,,,,無薪資資訊,"距捷運葫洲站約210公尺, 年終獎金, 節日獎金/禮品, 津貼/補助, 免費下午茶",10/18,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=1
Senior Software Engineer (Frontend),8cy3h,HOMEE AI_睿締國際科技股份有限公司,其它軟體及網路相關業,台北市中山區,3年以上,大學,"年薪1,200,000~2,000,000元",100000.0,166666.0,133333.0,年薪轉換為月薪,"遠端工作, 年終獎金, 優於勞基法特休, 不扣薪病/事假, 彈性上下班",10/18,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=1
資料庫管理人員,72jad,台灣基康股份有限公司,其他醫療保健服務業,台北市信義區,2年以上,大學,"月薪33,000~35,000元",33000.0,35000.0,34000.0,,"距捷運永春站約420公尺, 節日獎金/禮品, 部門聚餐",10/18,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=1
AI工程師/Data Scientist,89sj9,日成科技股份有限公司,電力機械器材製造修配業,台北市中山區,3年以上,專科,"月薪50,000元以上",50000.0,,50000.0,最低保證薪資,"距捷運行天宮站約320公尺, 年終獎金, 分紅配股, 免費下午茶, 部門聚餐",10/18,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=1
【N】資料庫管理維護工程師,8nhfn,富智康國際股份有限公司,消費性電子產品製造業,新北市土城區,經歷不拘,大學,待遇面議,,,,無薪資資訊,"距捷運頂埔站約460公尺, 年終獎金, 節日獎金/禮品, 津貼/補助, 交通補助",10/18,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=1
演算法工程師,8tigu,成強科技股份有限公司,其他電子零組件相關業,新北市林口區,經歷不拘,高中,"月薪32,000~40,000元",32000.0,40000.0,36000.0,,"年終獎金, 節日獎金/禮品, 津貼/補助, 分紅配股, 優於勞基法特休",10/18,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=1
HQ－資深資料工程師（DataOps導向）（汐止總部）,8s83i,緯創軟體股份有限公司,電腦軟體服務業,新北市汐止區,2年以上,大學,待遇面議,,,,無薪資資訊,"年終獎金, 節日獎金/禮品, 津貼/補助, 彈性上下班, 停車位",10/18,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=1
資料工程師 / 資訊工程師,7krs7,老協珍股份有限公司,食品什貨零售業,台北市中山區,2年以上,專科,待遇面議,,,,無薪資資訊,"距捷運中山國中站約300公尺, 年終獎金, 節日獎金/禮品, 津貼/補助, 生日假",10/18,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=1
AI雲端整合工程師,8rctx,竹工凡木設計有限公司,室內設計業,台北市北投區,1年以上,大學,待遇面議,,,,無薪資資訊,"距捷運明德站約360公尺, 年終獎金, 節日獎金/禮品, 津貼/補助, 員工旅遊",10/18,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=1
資深後端工程師(擴編),7pb9r,瑞艾科技有限公司,數位內容產業,台中市西區,3年以上,高中,"月薪42,000~70,000元",42000.0,70000.0,56000.0,,"年終獎金, 節日獎金/禮品, 免費下午茶",10/18,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=1
AI應用工程師,8ucpd,風不大發展有限公司,工商顧問服務業,台北市大同區,經歷不拘,學歷不拘,"月薪45,000~100,000元",45000.0,100000.0,72500.0,,"遠端工作, 距捷運中山站約290公尺, 年終獎金, 分紅配股, 彈性上下班",10/18,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=1
大數據ETL資料庫工程師(台北),7c52x,豪銳資訊有限公司,電腦軟體服務業,台北市中正區,1年以上,專科,"月薪35,000~60,000元",35000.0,60000.0,47500.0,,"距捷運小南門站約440公尺, 年終獎金, 節日獎金/禮品, 津貼/補助, 停車位",10/18,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=1
【資訊部】_資深程式設計師,8of1m,iROO_依洛國際開發股份有限公司,鞋類／布類／服飾品零售業,新北市板橋區,5年以上,專科,待遇面議,,,,無薪資資訊,"節日獎金/禮品, 津貼/補助, 員工旅遊, 部門聚餐",10/18,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=1
資訊管理專案助理人員-跨域中心增聘,8u9fe,國立屏東科技大學_跨領域特色發展中心,大專校院教育事業,屏東縣內埔鄉,經歷不拘,專科,"月薪45,000~53,000元",45000.0,53000.0,49000.0,,"年終獎金, 停車位, 員工優惠",10/18,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=1
專案管理(台北),7z61b,豪銳資訊有限公司,電腦軟體服務業,台北市中正區,1年以上,專科,"月薪40,000~55,000元",40000.0,55000.0,47500.0,,"距捷運小南門站約440公尺, 年終獎金, 節日獎金/禮品, 津貼/補助, 停車位",10/18,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=1
AI數據工程師 G24,72rtv,永慶房產集團_永慶房屋仲介股份有限公司,不動產經營業,台北市大安區,經歷不拘,大學,"月薪40,000~60,000元",40000.0,60000.0,50000.0,,"距捷運信義安和站約500公尺, 年終獎金, 節日獎金/禮品, 津貼/補助, 租房補助",10/18,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=1
SAP ABAP 開發工程師/高級開發工程師,8mzzg,台灣櫞詢股份有限公司,電腦系統整合服務業,台北市信義區,經歷不拘,專科,待遇面議,,,,無薪資資訊,N/A,10/18,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=1
SAP BTP技術整合工程師/顧問,8mzzd,台灣櫞詢股份有限公司,電腦系統整合服務業,台北市信義區,經歷不拘,專科,待遇面議,,,,無薪資資訊,N/A,10/18,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=1
"『軟體工程師』資訊發展部,無經驗可｜近台北車站",87tuc,程曦資訊整合股份有限公司,電信相關業,台北市大同區,經歷不拘,專科,待遇面議,,,,無薪資資訊,"距捷運北門站約360公尺, 年終獎金, 節日獎金/禮品, 津貼/補助, 家庭日",10/17,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=1
Generative AI Models Optimization,88v33,千逢科技股份有限公司,IC設計相關業,新竹縣竹北市,經歷不拘,碩士,"月薪80,000~250,000元",80000.0,250000.0,165000.0,,"年終獎金, 節日獎金/禮品, 津貼/補助, 分紅配股, 優於勞基法特休",10/17,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=1
數據工程師(Data Engineer) - Python/ETL/MongoDB,8urkt,果友科技有限公司,電腦軟體服務業,台北市大安區,1年以上,學歷不拘,待遇面議,,,,無薪資資訊,"距捷運六張犁站約450公尺, 不扣薪病/事假, 新人假",10/17,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=1
數據工程師(Data Engineer) - Python/API開發/ETL,8thk7,果友科技有限公司,電腦軟體服務業,台北市大安區,1年以上,學歷不拘,待遇面議,,,,無薪資資訊,"距捷運六張犁站約450公尺, 不扣薪病/事假, 新人假",10/17,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=1
AI Compiler Engineer,8b5zk,千逢科技股份有限公司,IC設計相關業,新竹縣竹北市,經歷不拘,碩士,"月薪80,000~250,000元",80000.0,250000.0,165000.0,,"年終獎金, 節日獎金/禮品, 津貼/補助, 分紅配股, 優於勞基法特休",10/17,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=1
Data Engineer | Python爬蟲工程師,77ymq,瑪樂愛迪科技股份有限公司,廣告行銷公關業,台北市信義區,1年以上,學歷不拘,待遇面議,,,,無薪資資訊,"距捷運台北101/世貿站約360公尺, 年終獎金, 節日獎金/禮品, 津貼/補助, 彈性上下班",10/17,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=1
【風控數據分析師】Data Analyst,8qvzq,智鈦星平台服務有限公司,數位內容產業,台北市信義區,2年以上,專科,"月薪70,000~120,000元",70000.0,120000.0,95000.0,,"距捷運松山站約190公尺, 節日獎金/禮品, 津貼/補助, 優於勞基法特休, 生日假",10/17,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=1
網路管理工程師,8tq8i,尚余企業股份有限公司,其他商品批發業,台南市東區,經歷不拘,專科,"月薪40,000元以上",40000.0,,40000.0,最低保證薪資,"年終獎金, 節日獎金/禮品, 津貼/補助, 分紅配股, 員工旅遊",10/17,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=1
HQ－軟體資料庫實習生（Software Database Intern）（汐止總部）,8uwb1,緯創軟體股份有限公司,電腦軟體服務業,新北市汐止區,經歷不拘,高中,時薪200元,35200.0,,35200.0,推估（時薪 × 8小時 × 22天）,"年終獎金, 節日獎金/禮品, 津貼/補助, 彈性上下班, 停車位",10/17,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=1
資料科學/深度學習工程師,86auy,優式機器人股份有限公司,消費性電子產品製造業,台北市內湖區,經歷不拘,碩士,待遇面議,,,,無薪資資訊,"年終獎金, 節日獎金/禮品, 分紅配股, 優於勞基法特休, 免費下午茶",10/17,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=1
國立雲林科技大學【各級學校校園安全及災害事件導入人工智慧分析系統】專案統計人員,8sz1q,國立雲林科技大學_資訊管理系,大專校院教育事業,雲林縣斗六市,經歷不拘,大學,"月薪38,948~43,399元",38948.0,43399.0,41173.5,,"年終獎金, 健康檢查",10/17,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=1
資深數據工程師(大數據),8uj0w,東森購物_電視購物_東森得易購股份有限公司,百貨相關業,新北市中和區,2年以上,碩士,待遇面議,,,,無薪資資訊,"津貼/補助, 員工旅遊, 員工優惠, 團體保險, 健康檢查",10/17,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=1
資料庫助理工程師,6cpmh,綠光能數位有限公司,電腦系統整合服務業,台北市中山區,經歷不拘,大學,"月薪34,000~40,000元",34000.0,40000.0,37000.0,,"遠端工作, 距捷運南京復興站約500公尺, 年終獎金, 節日獎金/禮品, 津貼/補助",10/17,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=1
[實習生] AI 工程師 (歡迎大四/碩班將畢業的學生應徵),8r025,彩虹互動科技有限公司,電腦軟體服務業,台北市松山區,經歷不拘,大學,"日薪2,000元",44000.0,,44000.0,推估（日薪 × 22天）,"距捷運中山國中站約60公尺, 年終獎金, 津貼/補助, 分紅配股, 健康檢查",10/17,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=1
助理工程師,8uw7v,允和科技股份有限公司,電腦軟體服務業,高雄市前鎮區,經歷不拘,專科,"月薪35,000~40,000元",35000.0,40000.0,37500.0,,N/A,10/17,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=1
PHP後端工程師(Backend Engineer),5u9yy,新據點廣告事業股份有限公司,廣告行銷公關業,台北市信義區,經歷不拘,學歷不拘,"月薪55,000~85,000元",55000.0,85000.0,70000.0,,"距捷運台北101/世貿站約360公尺, 年終獎金, 節日獎金/禮品, 津貼/補助, 員工旅遊",10/17,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=1
AI量化投資分析師,8tylt,廷豐金融科技股份有限公司,其他投資理財相關業,台北市中山區,1年以上,大學,待遇面議,,,,無薪資資訊,"距捷運劍南路站約250公尺, 年終獎金, 節日獎金/禮品, 分紅配股, 員工旅遊",10/17,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=1
資訊主管,87uvr,浮雲客棧股份有限公司,旅館業,台中市西屯區,3年以上,大學,"月薪55,000~65,000元",55000.0,65000.0,60000.0,,"津貼/補助, 停車位, 租房補助, 員工優惠, 健身器材",10/17,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=1
環保文書行政人員--無經驗可(花壇),8q8zq,上景環境科技有限公司,環境衛生及污染防治服務業,彰化縣花壇鄉,經歷不拘,專科,"月薪32,000~40,000元",32000.0,40000.0,36000.0,,"節日獎金/禮品, 津貼/補助",10/17,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=1
【財務工程師】Financial Engineer,8uinx,智鈦星平台服務有限公司,數位內容產業,台北市信義區,3年以上,大學,待遇面議,,,,無薪資資訊,"距捷運松山站約190公尺, 節日獎金/禮品, 津貼/補助, 優於勞基法特休, 生日假",10/17,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=1
數據分析師,8oq89,錦鉅城股份有限公司,網際網路相關業,台中市南屯區,經歷不拘,大學,"月薪36,000~70,000元",36000.0,70000.0,53000.0,,"距捷運文心森林公園站約340公尺, 年終獎金, 節日獎金/禮品, 津貼/補助, 分紅配股",10/17,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=1
資料標註AI助理工讀生/ 實習生 (視表現可轉正）,8tddi,瑪樂愛迪科技股份有限公司,廣告行銷公關業,台北市信義區,經歷不拘,高中以下,時薪190元以上,33440.0,,33440.0,推估（時薪 × 8小時 × 22天）,"距捷運台北101/世貿站約340公尺, 年終獎金, 節日獎金/禮品, 津貼/補助, 彈性上下班",10/17,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=1
研究發展類-AI工程師(AI Engineer)(歡迎新鮮人),8uwva,威剛科技股份有限公司,電腦及其週邊設備製造業,新北市中和區,3年以上,大學,待遇面議,,,,無薪資資訊,"上市上櫃, 年終獎金, 節日獎金/禮品, 津貼/補助, 分紅配股",10/17,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=1
AI 工程師,8u86z,巨獸科技有限公司,電腦系統整合服務業,高雄市左營區,經歷不拘,學歷不拘,"月薪40,000元以上",40000.0,,40000.0,最低保證薪資,"年終獎金, 節日獎金/禮品, 津貼/補助, 彈性上下班, 部門聚餐",10/17,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=1
【 薪優】【 量化交易研究員】｜從模型到實戰，挑戰極限報酬率的你，準備好了嗎？,8tni5,大展證券股份有限公司,證券及期貨業,台北市大同區,1年以上,大學,待遇面議,,,,無薪資資訊,"上市上櫃, 距捷運台北車站約270公尺, 年終獎金, 節日獎金/禮品, 津貼/補助",10/17,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=1
數據分析師 | Data Analyst,8q08v,永聯物流開發股份有限公司,其他不動產業,台北市內湖區,1年以上,大學,待遇面議,,,,無薪資資訊,"節日獎金/禮品, 津貼/補助, 優於勞基法特休, 不扣薪病/事假, 交通車",10/17,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=1
資料工程師 (Data Software Engineer),8qxu5,群越廣告科技有限公司,電腦軟體服務業,台北市松山區,3年以上,大學,"月薪70,000~100,000元",70000.0,100000.0,85000.0,,"遠端工作, 距捷運台北小巨蛋站約100公尺, 年終獎金, 節日獎金/禮品, 津貼/補助",10/17,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=1
後端工程師 | Backend Engineer - Data Product,8r4f8,街口電子支付股份有限公司,網際網路相關業,台北市松山區,2年以上,大學,待遇面議,,,,無薪資資訊,"距捷運南京復興站約380公尺, 年終獎金, 節日獎金/禮品, 津貼/補助, 不扣薪病/事假",10/17,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=1
運銷數據與營運分析專員 Logistics Data & Operations Analyst (Hsinchu),8tlv6,液空台灣_亞東工業氣體股份有限公司,化學原料製造業,新竹縣竹北市,1年以上,大學,待遇面議,,,,無薪資資訊,"外商公司, 年終獎金, 節日獎金/禮品, 津貼/補助, 分紅配股",10/17,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=1
【PowerUp!】LiMI_AOI視覺工程師(CIPS)｜智慧製造國際人才計畫,8anla,光寶科技股份有限公司,消費性電子產品製造業,高雄市楠梓區,經歷不拘,大學,待遇面議,,,,無薪資資訊,"上市上櫃, 年終獎金, 節日獎金/禮品, 津貼/補助, 分紅配股",10/17,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=1
PHP後端工程師(Backend Engineer),72r0i,瑪樂愛迪科技股份有限公司,廣告行銷公關業,台北市信義區,經歷不拘,學歷不拘,"月薪55,000~85,000元",55000.0,85000.0,70000.0,,"距捷運台北101/世貿站約360公尺, 年終獎金, 節日獎金/禮品, 津貼/補助, 彈性上下班",10/17,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=1
Data Engineer 數據工程師(錦州街),73ifb,山富國際旅行社股份有限公司,旅遊服務業,台北市中山區,1年以上,大學,"月薪48,000元以上",48000.0,,48000.0,最低保證薪資,"上市上櫃, 距捷運中山國小站約280公尺, 津貼/補助, 員工旅遊, 免費下午茶",10/17,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=1
Microsoft 365 系統管理員,8p7zy,舜禹有限公司,電腦系統整合服務業,台北市中山區,2年以上,專科,"月薪40,000~70,000元",40000.0,70000.0,55000.0,,"遠端工作, 距捷運松江南京站約60公尺",10/17,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=1
資料庫工程師(部分遠端工作)-視訊面試,8nqsc,碩成有限公司,電腦軟體服務業,台中市西屯區,2年以上,大學,"月薪40,000~69,000元",40000.0,69000.0,54500.0,,"遠端工作, 距捷運市政府站約110公尺, 年終獎金, 節日獎金/禮品, 津貼/補助",10/17,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=1
資深數據分析師/ Sr. Data Analyst（遠端工作）,8rbry,湛衡有限公司,網際網路相關業,台北市中正區,3年以上,高中,"月薪60,000元以上",60000.0,,60000.0,最低保證薪資,"遠端工作, 距捷運台北車站約180公尺, 年終獎金, 節日獎金/禮品, 津貼/補助",10/17,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=1
AI量化投資分析師,8uw87,廷豐金融科技股份有限公司,其他投資理財相關業,台北市中山區,1年以上,大學,待遇面議,,,,無薪資資訊,"距捷運劍南路站約250公尺, 年終獎金, 節日獎金/禮品, 分紅配股, 員工旅遊",10/17,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=1
AI工程師,8hvuz,典輝機電工程股份有限公司,光電產業,高雄市前鎮區,經歷不拘,學歷不拘,"月薪50,000~150,000元",50000.0,150000.0,100000.0,,"距輕軌夢時代站約320公尺, 年終獎金, 節日獎金/禮品, 津貼/補助, 彈性上下班",10/17,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=1
機構設計工程師_資料中心冷卻系統產品(中壢),8u74p,台達電子工業股份有限公司 _DELTA ELECTRONICS INC.,其他電子零組件相關業,桃園市中壢區,1年以上,大學,待遇面議,,,,無薪資資訊,"上市上櫃, 年終獎金, 津貼/補助, 分紅配股, 員工餐廳",10/17,https://www.104.com.tw/jobs/search?jobcat=2007001022&mode=s&page=1
