job_id,job_title,company,industry,location,experience,education,salary,salary_min,salary_max,salary_avg,salary_note,tags,update_date,source_url,job_description,skills,job_categories,management_responsibility,work_shift,remote_work,BT_EXP,languages,tools,work_skills,other_conditions
8sz8e,資深 LLM/AI工程師,天賦人工智慧股份有限公司,電腦軟體服務業,台北市信義區,經歷不拘,學歷不拘,"月薪75,000~120,000元",75000.0,120000.0,97500.0,,"遠端工作, 距捷運永春站約280公尺, 年終獎金, 津貼/補助, 分紅配股",10/22,https://www.104.com.tw/jobs/search?jobcat=2007001022&page=2,"我們正在尋找一位具有5年以上AI模型應用開發工作經驗，對於實作和部署最新Agent有熱誠的資深AI/LLM工程師。這個職位會參與到的是配合團隊，優化產品性能，並將商業級Agent落地到不同場景和平台。
在這職務中，你會需要：
● 針對不同業務場景設計並實作AI Agent
● 利用langraph架構開發能執行商業及應用的Multi-agent Application
● 精通將雲端部署及測試
● 精通多Agent架構，並能設計低延遲之系統架構
● 針對不同場景串接企業資料，建立ML / AI模型
● 精通advanced RAG技術
● 開發和優化大型語言模型的效能，以提升模型的性能和適用性。","Terraform,Python,AWS,MongoDB","演算法工程師,資料科學家,AI工程師",不需負擔管理責任,日班,部分遠端，新竹有實體辦公室,無需出差外派,英文,"AWS,LLM,MLOPs,Cloud","AI,語言模型,自然語言處理,演算法設計,生成式AI,提示工程,Machine Learning,機器學習","○ 具備5年以上AI系統開發經驗且具備獨立思考，領導特質者為加分
○      熟悉 MCP和資料串接流程
○      熟悉 Python, NLP, AI/ML 知識和LLM相關模型和架構
○ 熟悉各類 LLM 開發工具及模型，如 Langchain, LangSmith, LangGraph, Claude code, Cursor, Hugging Face, OpenAI Assistant API, Claude, AWS Bedrock，能夠快速串聯、部署、測試不同的 LLM models
○ 熟悉 Git 和 GitHub，能夠在團隊合作中有效管理代碼
○ 熟練 AWS 雲端架構：AWS Lambda（serverless）、AWS CDK 或 Terraform、IAM、網絡設置、S3，具備在 AWS 環境下設計和部署應用的能力
○ 熟悉 MongoDB 的功能和實踐
○ 熟悉Data ETL/ELT , MLOps流程
○      熟悉且有能力寫作清楚完備技術文件"
8r0vb,《天下雜誌》數據工程師 Data Engineer,天下雜誌股份有限公司,雜誌／期刊出版業,台北市中山區,2年以上,大學,待遇面議,,,,無薪資資訊,"距捷運松江南京站約260公尺, 年終獎金, 節日獎金/禮品, 津貼/補助, 不扣薪病/事假",10/22,https://www.104.com.tw/jobs/search?jobcat=2007001022&page=2,"【職責】
1. 參與設計與維護數據基礎設施和數據管線 (Data pipeline - ETL/ELT) ，以支援關鍵業務應用 (如MarTech、AdTech、CDP、CRM、推薦系統、標籤等) 與數據應用需求
2. 協助進行數據創新應用和架構研究，特別是支援 AI/ML 專案的數據準備與供應，並參與新興數據技術的研究與導入 (如 Gen AI 相關數據集技術或 Data Lakehouse)
3. 協助執行數據品質、治理與安全相關任務，確保數據的準確性、完整性與合規性
4. 具備獨立執行數據工程任務的能力，負責從概念發想到最終部署的完整流程。同時，與團隊成員緊密協作，共同完成專案，以確保最終成果符合部門的發展目標與方向。
5. 與數據分析師、專案經理、業務團隊及 IT 部門協作， 理解業務需求並協助轉化為技術性數據解決方案
6. 積極學習新技術，並能與團隊成員有效協作、分享知識

【工作內容】
1. 開發、維護和優化複雜的批次和即時數據管線，從多個異質數據源 (包括但不限於 MarTech、AdTech、CDP、CRM、Events log等) 擷取、轉換與載入數據
2. 參與建構與維護基於雲端的數據儲存與處理架構，如數據湖 (Data Lake) 或數據湖倉 (Data Lakehouse)，確保系統穩定運行
3. 建構與維護 AI/ML 應用所需的數據集，包括特徵工程數據管線，並研究與實現為 LLM 應用準備數據的機制 (如 MCP 或 RAG 相關數據流程)
4. 參與設計與開發數據服務層 (Data Serving)，提供數據 API 或串流數據供下游應用使用
5. 優化現有數據系統和查詢效能，進行效能調校，降低數據處理延遲，提升系統效率
6. 操作與維護自動化的數據流程管理機制，使用 Airflow 等工具進行任務排程與監控
7. 協助建立與維護自動化測試、監控和警報機制，以確保數據平台穩定運行  
8. 執行數據治理框架下的具體任務，例如追蹤數據血緣 (Data Lineage)，並確保數據處理符合相關法規
9 . 持續學習新興數據技術和行業趨勢 (如 Data Lakehouse, Gen AI 相關技術)，並與團隊分享 

【技能要求】
1. 具備數據工程相關工作經驗 2 年以上
2. 熟悉 Python 和 SQL，具備良好的程式撰寫能力與數據庫操作能力
3. 具備 Data Orchestration 的實務經驗，熟悉 Airflow 的工作流開發與維護 
4. 熟悉至少一個主流雲端平台 (GCP 優先考慮)，並對其數據相關服務具備使用經驗 (例如：GCP 的 BigQuery, Cloud Storage, Dataflow, Pub/Sub, Cloud Run, Vertex AI, Composer等)
5. 熟悉數據倉儲 (Data Lakehouse) 或數據湖 (Data Lake) 的概念，並具備協助建構或維護的經驗 
6. 熟悉 Git 版本控制系統和 CI/CD 流程
7. 理解數據安全原則、存取控制、數據加密和數據治理概念
【部門介紹】
天下雜誌集團的數據工程師，是數位創新團隊不可或缺的數據架構基石，肩負著以數據賦能的核心使命。此職位的核心職責在於設計、建構並維護高效、穩健的數據基礎設施與數據管線，透過確保數據品質與可用性，以支援推薦系統、CRM、AI/ML 等關鍵應用。我們將與數據工程師攜手，共同推動內容及商務營運目標，將數據驅動的文化深植於日常工作中。


集團旗下擁有《天下》、《康健》、《天下學習》、《親子天下》等知名品牌，涵蓋財經管理、健康生活、工作職場與親子教育等領域。對數據團隊而言，我們就像多家公司合體運作，每個品牌都有獨特的商業模式與需求。從電商、內容訂閱到線上教育的數據應用，你都將有機會深入參與，發揮專業價值，探索多元場景。","GCP,Airflow,MongoDB,CI/CD,Spark,SQL,Redis,Terraform,Python,Kafka,Elasticsearch","資料工程師,資料科學家,數據分析師／資料分析師",不需負擔管理責任,日班,未知,無需出差外派,不拘,"Python,Linux,MS SQL,Git",不拘,"【加分條件】
1. 具備 BigQuery 優化的深入經驗，熟悉 Cluster table, Partition table 等技術
2. 具備 Cloud Composer (GCP 的 Airflow 服務) 的實務經驗
3. 具備 NLP, Gen AI 或 AI Agent 相關專案的數據處理或模型數據集建置經驗 (如 RAG 架構、向量數據庫、LangChain 等)
4. 具備 CRM, MarTech, AdTech 工具數據深度整合或處理經驗
5. 具備建構 Customer Data Platform (CDP) 或相關用戶分析基礎設施的經驗
6. 具備 Data Serving 服務的建置經驗，例如高性能 Message queue, Streaming pipeline, API service 或 Streamlit 等
7. 具備 Azure DevOps 相關實務經驗，例如 CI/CD 管線建置或維護
8. 具備使用 Terraform 管理雲端基礎設施的經驗
9. 具備使用 Apache Spark 或 Apache Kafka 處理數據的實務經驗 ，或熟悉其基本概念
10. 具備 NoSQL 數據庫 (如 MongoDB, Elasticsearch, Redis, HBase 等) 的實務經驗
11. 對媒體、出版產業的數據特性 (如用戶行為追蹤、內容數據分析、廣告數據) 有經驗或理解"
8hvxj,AI工程師(遠端工作),川圖有限公司,網際網路相關業,台中市西屯區,2年以上,大學,待遇面議,,,,無薪資資訊,"遠端工作, 年終獎金, 津貼/補助, 彈性上下班, 員工旅遊",10/22,https://www.104.com.tw/jobs/search?jobcat=2007001022&page=2,"1.開發agent與環境互動之模擬器。
技能：Python、Java
2.建立強化學習模型，訓練AI。
技能：Python
3.實作使用者系統：
技能：Java
4.調整模型強度，讓使用者有良好的互動過程。
技能：同理心、想像力。
5.上線後依使用者情況調整AI模型。
技能：同理心、想像力。



*工作技能：
1.具備強化學習的實務建模經驗，知道如何依照任務設計模型架構、選用適合的演算法
2.熟知強化學習過程中可能遇到的挑戰，且能提出解決方案。
3.熟悉Python程式、深度學習的開源函式庫。
4.有建立深度學習經驗，知道如何從無到有建立深度學習模型。
5.有深度學習模型調參經驗，知道當模型表現不佳時如何調參或模型架構。","Java,Python","資料科學家,演算法工程師,統計學研究員",不需負擔管理責任,日班,部分遠端，每二週一次實體會議，其他視專案需求調整,無需出差外派,英文,Python,"Machine Learning,機器學習,深度學習,AI",能依需求或domain knowledge 轉化為 reward function
8nfht,【TCC Group Holdings】Digital Intelligence Navigator,(台泥)臺灣水泥股份有限公司,水泥及水泥製品製造業,台北市中山區,經歷不拘,碩士,待遇面議,,,,無薪資資訊,"上市上櫃, 距捷運雙連站約400公尺, 年終獎金, 節日獎金/禮品, 津貼/補助",10/22,https://www.104.com.tw/jobs/search?jobcat=2007001022&page=2,"【Shape the Future with Us】
AI is reshaping industries, and companies no longer just need technology—they need bold thinkers who challenge the status quo and redefine the future. We are looking for Digital Intelligence Navigators who embrace uncertainty, drive change, and create breakthroughs in transformation.

This role is a high-impact opportunity that demands your full commitment and directly reports to the Group CEO. You will spearhead digital transformation and expand AI-driven innovations into global markets.

We welcome candidates from all backgrounds.

What matters is your strategic mindset, AI expertise, and ability to adapt to change. If you refuse to follow the conventional path and aspire to be a catalyst for transformation, we look forward to meeting you.

【Mission】
1. Drive Digital Transformation Strategy
Lead AI and data-driven initiatives to enhance business strategies and market applications.
2. Implement AI & Data Innovations
Research, validate, and apply cutting-edge technologies to accelerate innovation.
3. Expand Global Reach
Ensure digital transformation initiatives align with diverse market needs worldwide.
4. Foster Collaboration & Executive Communication
Integrate internal and external resources to drive smarter decision-making and seamless execution.
5. Break Barriers & Challenge the Norm
Explore emerging technologies and business models with an agile, forward-thinking approach.",,"數據分析師／資料分析師,AI工程師,專案經理",不需負擔管理責任,日班，0900~1800,未知,需出差，一年累積時間未定,英文,--,"專案溝通╱整合管理,機器學習,數據分析,人工智慧,深度學習","Key Traits of a Digital Intelligence Navigator
• Courage to Challenge & Vision to Lead
• Global Mindset & Cross-Disciplinary Collaboration
• Hands-on Experience in Data & AI Technologies
• Adaptability, Resilience & Bold Innovation"
81za3,資料工程師,易可思科技股份有限公司,網際網路相關業,台北市中山區,經歷不拘,大學,"年薪550,000~1,200,000元",45833.0,100000.0,72916.5,年薪轉換為月薪,"遠端工作, 距捷運松江南京站約320公尺, 年終獎金, 節日獎金/禮品, 津貼/補助",10/22,https://www.104.com.tw/jobs/search?jobcat=2007001022&page=2,"【 About Us 】
⭐ 易可思集團（ecosTek）自 2015 年成立以來，專注於打造 AI Agents 驅動的商業基礎設施。我們的技術場景涵蓋 高併發系統、即時資料處理、機器學習模型、雲端分散式架構，廣泛應用於 AI 廣告科技與電商平台。團隊成員來自 CMU、University of Michigan、USC、Columbia University、台灣大學 等世界級學府。

合作夥伴橫跨國際，包括 The Trade Desk、Yahoo、電通集團、中華電信、香港 TVB、MLB、騰訊 JOOX、資生堂、阿瘦皮鞋、台安藥局 等。
我們的 AI Agents 已廣泛應用於：
▸ RTB（Real-Time Bidding）：程序化廣告的即時競價與收益最佳化
▸ EC Tools（E-commerce Tools）：AI 助力品牌快速搭建電商平台，推動自動化成長
▸ RMN（Retail Media Network）：AI 驅動零售媒體投放與優化，提升通路變現

⭐ 加入我們，您將挑戰真正具技術深度的問題，與頂尖工程師和數據科學家並肩，打造能影響國際市場的系統與產品。


【工作內容】
1. 使用新穎的科技解決技術難題，提高各團隊的工作效能。
2. 開發、優化及維護廣告、報表、CRM 等系統。
3. 開發及維護自動化工具。
4. 協助團隊優化、維護數據 ETL 系統。
5. 協助團隊解決廣告技術難題。
6. 配合公司需求迅速提出解決方案。

【必要條件】
1. 熟悉 Python 語言，且不排斥學習新語言。
2. 具備數據分析、工具開發相關經驗，且不排斥學習新技術及系統。
3. 資訊相關科系大學畢業或等價工作經驗。

【加分條件】
1. 熟悉分散式系統，擁有處理巨量資料或大型系統開發經驗。
2. 熟悉 Elasticsearch(ELK) 與 ETL。
3. 熟悉關聯式資料庫 (SQL) 與非關聯式資料庫 (NoSQL)。
4. 熟悉 JavaScript 或 Golang。
5. 擁有 AIGC 相關經驗。","SQL,Python,JavaScript,Elasticsearch",軟體工程師,不需負擔管理責任,日班,部分遠端,無需出差外派,不拘,Python,不拘,
8n5yu,資料分析師,易可思科技股份有限公司,網際網路相關業,台北市中山區,經歷不拘,大學,待遇面議,,,,無薪資資訊,"遠端工作, 距捷運松江南京站約320公尺, 年終獎金, 節日獎金/禮品, 津貼/補助",10/22,https://www.104.com.tw/jobs/search?jobcat=2007001022&page=2,"【 About Us 】
⭐ 易可思集團（ecosTek）自 2015 年成立以來，專注於打造 AI Agents 驅動的商業基礎設施。我們的技術場景涵蓋 高併發系統、即時資料處理、機器學習模型、雲端分散式架構，廣泛應用於 AI 廣告科技與電商平台。團隊成員來自 CMU、University of Michigan、USC、Columbia University、台灣大學 等世界級學府。

合作夥伴橫跨國際，包括 The Trade Desk、Yahoo、電通集團、中華電信、香港 TVB、MLB、騰訊 JOOX、資生堂、阿瘦皮鞋、台安藥局 等。
我們的 AI Agents 已廣泛應用於：
▸ RTB（Real-Time Bidding）：程序化廣告的即時競價與收益最佳化
▸ EC Tools（E-commerce Tools）：AI 助力品牌快速搭建電商平台，推動自動化成長
▸ RMN（Retail Media Network）：AI 驅動零售媒體投放與優化，提升通路變現

⭐ 加入我們，您將挑戰真正具技術深度的問題，與頂尖工程師和數據科學家並肩，打造能影響國際市場的系統與產品。


【工作內容】
1. 規劃與管理廣告活動，制定廣告策略。
2. 分析數據與成效，針對 KPI 進行優化。


【必要條件】
1. 精通 Excel 和 Google Sheets。
2. 具有分析數位廣告或電商資料的相關經驗。

【加分條件】
1. 擁有統計或資訊工程專業背景。
2. 擁有 Google、Meta 投放操作經驗尤佳。
3. 具備 Python 相關程式能力。",Python,"資料工程師,資料科學家",不需負擔管理責任,日班,部分遠端,無需出差外派,不拘,"Python,Excel,Google Analytics,Google關鍵字廣告","競品分析,數據分析",
8gd8h,資料分析師,大樹連鎖藥局_大樹醫藥股份有限公司,藥品／化妝品及清潔用品零售業,桃園市桃園區,1年以上,大學,待遇面議,,,,無薪資資訊,"上市上櫃, 年終獎金, 節日獎金/禮品, 津貼/補助, 分紅配股",10/22,https://www.104.com.tw/jobs/search?jobcat=2007001022&page=2,"1. 根據不同議題、資料來源，設計資料模型，並以視覺化報表的形式呈現分析結果
2. Data Lake / Data Warehouse 發展及數據梳理
3. 依照需求將分析結果製作成分析報告或報表
4. 主管交辦事項

● 具備能力：
1. 擅長Excel、Word、PowerPoint
2. 熟悉SQL且會應用
3. 清晰的邏輯、良好的溝通與解決問題的能力

● 其他條件：
1. 具備Tableau、Superset、Power BI應用經驗者尤佳
2. 具零售相關經驗者尤佳
3. 曾開發自然語言/文字探勘模型、研發數據標籤與應用者尤佳",,"數據分析師／資料分析師,資料工程師,其他資訊專業人員",不需負擔管理責任,日班，09:00-18:00,未知,無需出差外派,不拘,"MS SQL,Tableau,Power BI","數據分析,系統整合分析,資料庫系統管理維護,資料庫程式設計,資料庫軟體應用,建立╱維護零件資料庫",
8omvf,AI管理師,華宏新技股份有限公司,光電產業,高雄市前金區,經歷不拘,大學,"月薪35,000~55,000元",35000.0,55000.0,45000.0,,"上市上櫃, 距捷運前金站約240公尺, 年終獎金, 節日獎金/禮品, 津貼/補助",10/22,https://www.104.com.tw/jobs/search?jobcat=2007001022&page=2,"1. 以LLM API為基礎(例如OpenAI, Gemini等)，開發前後端應用模組與服務
2.  負責AI模型的訓練、微調、效能優化及部署，確保系統穩定與高效
3. 從事AI專案分析相關工作內容",Javascript,"資料科學家,演算法工程師,數據分析師／資料分析師",不需負擔管理責任,日班,未知,無需出差外派,不拘,--,"AI,演算法設計,機器學習,生成式AI","1. 熟悉OpenAI or Gemini等LLM API使用與整合
2. 具備Prompt Engineering 基本概念與使用經驗
3. 熟悉前端CSS/Javascript, 後端PHP, Python等程式語言"
83o0z,AI影像辨識應用工程師,鼎漢國際工程顧問股份有限公司,其他專業／科學及技術業,台北市信義區,經歷不拘,大學,"月薪38,000元以上",38000.0,,38000.0,最低保證薪資,"距捷運松山站約290公尺, 年終獎金, 節日獎金/禮品, 津貼/補助, 員工旅遊",10/22,https://www.104.com.tw/jobs/search?jobcat=2007001022&page=2,"1.AI影像辨識開發與應用
2.配合AI辨識應用進行資料處理與應用
3.維護與管理AI影像辨識伺服器環境

※工作地點可選擇 台北市信義區 或 台中市北區 (將於面談時雙方議定)",,"演算法工程師,資料科學家,數據分析師／資料分析師",不需負擔管理責任,日班，日班、0800-0930am ~ 1700-1830pm ) 工作時間8小時，上班時間彈性1.5小時),未知,需出差，一年累積時間約一個月以下,不拘,"Linux,Python,MS SQL,PL/SQL",不拘,"**本公司依據原住民族工作權保障法及採購法之定額僱用員額規定，歡迎或優先僱用原住民**

**具處理AI影像辨識經驗者尤佳**

(薪資資訊)
學士畢業：38,000元-42,000元
碩士畢業：48,000元-52,000元"
7fv2v,數金部數據分析人員,臺灣中小企業銀行股份有限公司,銀行業,台北市大同區,1年以上,大學,"月薪37,000~50,000元",37000.0,50000.0,43500.0,,"上市上櫃, 節日獎金/禮品, 分紅配股, 不扣薪病/事假, 團體保險",10/22,https://www.104.com.tw/jobs/search?jobcat=2007001022&page=2,"1.整合跨單位數據分析之需求專案與梳理。
2.透過應用SAS、R、Python等軟體洞察客戶行為找出特徵值或關鍵性因素，執行數據行
   為預測並建置模型，以應用於數位通路服務或行銷推展，創造營運績效。
3.進行大數據蒐集、定義、分析及應用，執行客戶分群及貼標，以視覺化圖表或報表呈現分
   析報告，並執行精準名單行銷。",R,"數據分析師／資料分析師,演算法工程師,市場調查／市場分析",不需負擔管理責任,日班,未知,無需出差外派,不拘,--,不拘,"一、以下條件均須符合：
       (一)學歷:
              國、內外大學(含)以上畢業，具商業、統計、數學、資訊等相關科系畢業尤佳。
        (二)工作經歷:
              1.具備國內、外金融機構、電子支付機構、電子票證機構或金融科技(FinTech)公司
                 等，相關工作經驗１年以上。
              2.熟悉使用統計與機器學習演算法。
              3.熟悉SAS、R、Python等統計分析工具，了解基本數據倉儲結構、金融科技與大數
                 據分析發展等相關經驗。
二、口試得加分條件：
        如有考取各項金融證照或其他技能檢定等個人優良證明，請一併檢附口試評分時參
        考。
三、其他條件:
       (一)專案規劃執行力強，具溝通協調及問題解決能力。
       (二)主動積極、抗壓性高、細心負責、具自主性及自我要求高。"
8qfjt,(18)【2025資訊轉型與創新】數據應用開發工程師,鴻海精密工業股份有限公司,消費性電子產品製造業,新北市土城區,經歷不拘,大學,待遇面議,,,,無薪資資訊,"上市上櫃, 年終獎金, 節日獎金/禮品, 津貼/補助, 交通補助",10/22,https://www.104.com.tw/jobs/search?jobcat=2007001022&page=2,"一、GenAI 應用設計與開發
規劃並帶領團隊設計創新的 GenAI 應用，涵蓋以下核心場景：
　- 內容生成：自動撰寫文案、產生程式碼、翻譯語言、生成音樂與影片等
　- 數據分析：從海量資料中提取洞見，實作預測模型、生成動態報表
　- 智慧客服：建構 AI 聊天機器人、推薦系統、自動回覆模組
　- 教育科技：開發互動式學習工具、自適應學習平台、自動批改系統
 
根據應用需求選擇合適的 GenAI 模型（如 GPT-4、Gemini、Claude），並進行微調與最佳化
運用相關開發框架與工具（如 LangChain、Python、TensorFlow）實作應用
領導 GenAI 系統與企業內部平台的整合與佈署
 
二、跨部門協作與技術溝通
與產品經理、UI/UX 設計師、資料科學家、IT 團隊等協作，推動專案開發進度與品質
能以業務導向思維，向非技術團隊清楚說明 GenAI 應用的原理、效益與限制
擔任團隊與高階管理層之間的技術橋樑，提出具可行性的技術建議與決策支持
 
三、技術研究與知識傳承
持續追蹤全球 GenAI 技術發展趨勢、主流模型演進（如 GPT、Claude、Mistral 等）與最佳實務
深入研究模型訓練、推論效率、提示工程、RAG 等核心技術
推動團隊內部技術分享、建立知識庫、鼓勵參與技術社群與研討活動
 
四、團隊領導與品質管理
建立技術標準與開發流程，確保 GenAI 應用的穩定性、可維護性與可擴展性
帶領團隊撰寫高品質技術文件與 API 文件
指導應用測試與部署流程，主導關鍵問題除錯與技術瓶頸排解","GCP,AWS,Java,Python,JavaScript","AI工程師,演算法工程師,資料工程師",不需負擔管理責任,日班,未知,無需出差外派,英文,"Java,Python,JavaScript",不拘,"1.程式設計和軟體工程
1.1.程式語言: Python 程式設計，並熟悉至少一種其他語言，例如 JavaScript、Java
1.2.軟體工程: 掌握軟體開發流程、版本控制、測試和部署等基本知識
1.3.資料結構和演算法: 了解常見的資料結構和演算法，並能應用於 GenAI 應用開發
1.4.API 開發和整合: 熟悉 RESTful API 設計原則，並能將 GenAI 模型整合到現有系統中
2.GenAI 模型和技術
2.1.GenAI 模型: 熟悉主流的 GenAI 模型，例如 GPT-4、PaLM 和 LaMDA，並了解其特性和應用
2.2.Prompt Engineering: 掌握 Prompt Engineering 技術，能夠設計有效的 Prompt 來引導 GenAI 模型生成所需的輸出
2.3.模型微調: 了解如何使用自己的數據對 GenAI 模型進行微調，以提升模型在特定任務上的性能
3.工具和平台
3.1.雲端平台: 熟悉主流的雲端平台，例如 AWS、Azure 和 GCP，並了解其提供的 GenAI 服務
3.2.GenAI 開發工具: 掌握 LangChain、Transformers 等 GenAI 開發工具的使用
3.3.向量資料庫: 了解向量資料庫 (例如 Pinecone、Milvus) 和向量嵌入技術，並能應用於 GenAI 應用開發
4.其他技能
4.1.問題解決能力: 能夠分析和解決 GenAI 應用開發過程中遇到的問題
4.2.溝通和協作能力: 能夠與跨部門團隊有效溝通和協作
4.3.持續學習能力: 保持對 GenAI 領域最新技術和趨勢的關注，並持續學習和精進自己的技能
4.4.英文能力: GenAI 領域的許多重要資源和文獻都是英文的，良好的英文能力可以幫助你更好地學習和掌握相關知識"
8mwpn,資深數據工程師,群健有線電視股份有限公司,電視業,台中市西區,5年以上,大學,待遇面議,,,,無薪資資訊,"年終獎金, 節日獎金/禮品, 津貼/補助, 優於勞基法特休, 家庭日",10/22,https://www.104.com.tw/jobs/search?jobcat=2007001022&page=2,"1.依照業務需求分析設計，製作報表
2.資料庫規劃與資料結構設計，各項數據資料盤點與蒐集，並進行資料模型設計與管理
3.因應業務需求支援各類型來源資料串接、資料轉檔，清洗整理，完善資料倉儲
4.資料 ETL 流程自動化規劃、設計、開發。資料標籤規劃及設計","SQL,C#,ASP.NET","數據分析師／資料分析師,資料工程師,資料庫管理人員",不需負擔管理責任,日班,未知,無需出差外派,英文,"ETL,MS SQL",不拘,"1.具關聯式資料庫MS SQL Server設計經驗，熟悉SQL能撰寫複雜查詢與優化效能。
2.具備ETL設計規劃與實作經驗。
3.具研發經驗，會ASP.NET、C#、ASP.NET CORE、Java者加分。"
8uel7,Data Backend Engineer - Java【開放年後報到】,艾奈科技有限公司,電腦軟體服務業,台北市信義區,3年以上,大學,"年薪1,400,000~2,200,000元",116666.0,183333.0,149999.5,年薪轉換為月薪,"距捷運市政府站約340公尺, 津貼/補助, 優於勞基法特休, 交通補助, 免費下午茶",10/22,https://www.104.com.tw/jobs/search?jobcat=2007001022&page=2,"【工作內容】
負責公司認證與授權系統的架構設計、開發與優化，確保系統具備高併發、高可用與高安全性。主導 OAuth2、JWT、SSO 等認證機制的技術實作與持續優化，支撐公司核心業務在安全登入與權限管理場景中的需求，持續提升系統效能與可靠性。
工作職責：
負責公司認證與授權系統的技術架構設計與核心開發，確保系統高可用與高效能。
主導 OAuth2、JWT、SSO、RBAC/ABAC 等認證與授權機制的設計、開發與落地實施。
維護並優化使用者登入、權限管理、會話管理等核心業務流程，提升用戶體驗與安全性。
優化資料庫（MySQL、PostgreSQL、Redis 等）的資料模型與查詢效能。
參與 API Gateway（如 Kong、Zuul、Traefik）相關的身分認證與權限控制方案設計與實作，滿足微服務架構下的安全需求。
推動落地系統效能優化與安全強化，並帶動團隊工程品質與最佳實踐。

【任職資格】
具備 3 年以上後端開發經驗，熟悉 Java 並精通 Spring Boot、Spring Security、Spring Cloud 等主流框架。
具備強大的學習能力，能快速掌握並應用 Scala 進行後端研發。
深刻理解函數式程式設計（不可變性、純函數、高階函數組合、模式匹配、Case Class）。
熟悉並能運用 Scala 並發生態，如基於 Actor 模型的 Akka（Akka HTTP/Streams）或 Cats Effect 等函數式庫，建構反應式系統。
具備 OAuth2、OIDC、JWT、LDAP、SSO 等主流認證與授權技術的實戰經驗。
熟悉 MySQL、PostgreSQL、Redis 等資料庫，具備資料庫設計與優化能力。
熟悉 API 認證機制與 API Gateway（如 Kong、Zuul、Traefik）的身分認證與權限控制方案。
具備良好的團隊合作精神與溝通能力，能主動推動專案落地。","MySQL,CI/CD,Redis,Java,Scala,PostgreSQL","後端工程師,資料工程師,軟體工程師",不需負擔管理責任,日班,未知,無需出差外派,不拘,"Java,Spring",不拘,"【加分條件】
具備大規模高併發、高可用認證系統的開發與優化經驗。
熟悉 CI/CD、自動化測試與安全測試等工程質量體系。"
87g3w,【智慧製造／大數據】生成式AI應用工程師 (山鶯廠區),欣興電子股份有限公司,印刷電路板製造業(PCB),桃園市龜山區,1年以上,大學,"月薪41,000~80,000元",41000.0,80000.0,60500.0,,"上市上櫃, 年終獎金, 節日獎金/禮品, 津貼/補助, 分紅配股",10/22,https://www.104.com.tw/jobs/search?jobcat=2007001022&page=2,"1. Generative AI foundation model建立
2. 將Gen. AI model應用於實際解決方案
3. 訓練與開發適用於智慧製造之模型
4. AI與智慧製造相關專案執行
5. 其他主管交辦事項

【加分項目】
◆ 熟悉生成式AI技術
◆ 熟悉機器學習、深度學習、自然語言處理技術 (NLP)
◆ 熟悉Graph DB知識與技術
◆ 了解容器並有使用經驗
◆ 手機APP開發經驗


#Python
#機器學習 Machine Learning
#大數據 Big Data",Python,"演算法工程師,系統分析師,軟體工程師",不需負擔管理責任,日班,未知,無需出差外派,英文,"Python,MS SQL",不拘,
