job_id,job_title,company,industry,location,experience,education,salary,salary_min,salary_max,salary_avg,salary_note,tags,update_date,source_url,job_description,skills,job_categories,management_responsibility,work_shift,remote_work,BT_EXP,languages,tools,work_skills,other_conditions
8ljvi,AI/Big Data工程師(DTO)-Generative AI ENgineer,貿聯國際股份有限公司,其他電子零組件相關業,新北市中和區,2年以上,大學,待遇面議,,,,無薪資資訊,"年終獎金, 節日獎金/禮品, 津貼/補助, 彈性上下班, 員工旅遊",10/22,https://www.104.com.tw/jobs/search?jobcat=2007001022&page=3,"As an AI & Big Data engineer, you will be asked to perform AI projects from scratch: understand the project requirements, choose the right solutions, collect and preprocess the data, train, test and deploy the final model for production use. Depending on the project, you will also be asked to wrap up the application as an API, desktop APP or WebAPP.","docker,MongoDB,CI/CD,Numpy,Pandas,Python","演算法工程師,軟體工程師,Internet程式設計師",不需負擔管理責任,日班,未知,無需出差外派,英文,"Python,scikit-learn,Computer Vision,LLM,ETL,Oracle,Django","Machine Learning,AI","* Have good programming skills in Python
* Have a strong background knowledge in AI
* Experience developing RAG systems and finetuning LLM models.
* Experience developing Agents and applying advanced RAG techniques.
* Knowledgeable in document parsing.
* Hands-on with one of the following LLM: OpenAI API, Gemini, LLAMA, Mistral.
* Understand AI model optimization, hyperparameters fine tuning.
* Understand container technology like docker
* Familiar with libraries such as Pandas, Numpy, Scikit-learn, Matplotlib, Flask, Django, Ollama or any AI common library.
* Hands-on GUI implementation Streamlit or any library for GUI development.
* Experience in LLM frameworks such as LLamaindex, LangChain.
* Experience in data analysis, data engineering, performing ETL, CI/CD is a plus.
* Knowledgeable in Database, i.e: Oracle, MongoDB.
* Knowledgeable in ML, Computer Vision Deep Learning is a plus.
* Have strong self-learning and problem-solving abilities, as well a good teamwork spirit."
8k4ia,(1052)資深資料庫管理師,神準科技股份有限公司,通訊機械器材相關業,桃園市龜山區,5年以上,大學,待遇面議,,,,無薪資資訊,"年終獎金, 節日獎金/禮品, 津貼/補助, 分紅配股, 優於勞基法特休",10/22,https://www.104.com.tw/jobs/search?jobcat=2007001022&page=3,"【工作內容】
1. 每日資料庫維護與監控
2. 資料庫系統效能調校
3. 前端應用系統程式更新
4. 異質資料庫資料同步
5. 建置測試及開發環境
6. 高可用性資料庫建置與維護
7. 虛擬化系統管理維護

【工作經驗需求】
1. 5年以上MS-SQL與Oracle資料庫規劃與建置管理經驗
2. Oracle E-Business Suite (EBS) 12.2管理經驗
3. 熟Linux、Windows Server作業系統
4. 熟Linux shell script、Windows batch script撰寫
5. 具資料庫軟體安裝、設定、備份還原與效能調校經驗
6. 虛擬化系統管理經驗
7. 有OCP、MCSA證照尤佳",,"資料庫管理人員,系統工程師",不需負擔管理責任,日班，08:30~17:30,未知,無需出差外派,英文,"Linux,MS SQL,Oracle,Excel,Outlook,PowerPoint,Word",不拘,
8ti6d,SWRD_Data Engineer 資料工程師,Gogoro Taiwan Limited_睿能創意股份有限公司,機車及其零件製造業,台北市松山區,3年以上,大學,待遇面議,,,,無薪資資訊,"距捷運南京復興站約380公尺, 年終獎金, 節日獎金/禮品, 津貼/補助, 優於勞基法特休",10/22,https://www.104.com.tw/jobs/search?jobcat=2007001022&page=3,"Position Impact：
The Data Engineer is responsible for designing, building, and maintaining data solutions that ensure data is accessible, reliable, and scalable across the company. This role involves working with large-scale databases, identifying hidden risks, and developing solutions that enhance data performance and quality. You will collaborate closely with backend engineers, other data engineers, and product managers to deliver data solutions that align with business objectives.

Responsibilities：
• Design database structures, schema, and a management database to support high-performance data analytics.
• Build dashboard and report interfaces that increase data accessibility to deliver actionable insights to stakeholders to find solutions.
• Build up the prediction model to identify and monitor key performance metrics.
• Build data tools that boost team working efficiency. 

Requirement：
• Bachelor's degree in Computer Science, Information Management, Statistics or related fields.
• 3+ years relevant experience in data engineering or backend development.
• Proficiency in Python or Java for building scalable data pipelines or backend services.
• Strong knowledge of SQL (query optimization, indexing) and database design principles.
• Good communication skills and ability to work cross-functionally with technical and non-technical teams.
• Strong analytical and problem-solving skills paired with the ability to develop creative and efficient solutions.

Advanced Qualifications
• Experiences with Tableau, Starrocks, Flink CDC, or Hadoop will be a plus.","SQL,Java,Python,Tableau,Hadoop","資料工程師,資料科學家,數據分析師／資料分析師",不需負擔管理責任,日班，9:00~18:00 / 9:30~18:30,未知,無需出差外派,英文,"Python,Java,Tableau,MySQL,ETL",不拘,無
80bmw,Python 資深工程師,達暉資訊有限公司,電腦系統整合服務業,台北市大安區,5年以上,高中,"月薪55,000~75,000元",55000.0,75000.0,65000.0,,"距捷運六張犁站約490公尺, 年終獎金, 節日獎金/禮品, 津貼/補助, 員工旅遊",10/22,https://www.104.com.tw/jobs/search?jobcat=2007001022&page=3,"【提升價值 × 創造可能 × 一起成長】
歡迎來到這裡，看到這段話的你，我們相信你不是在隨便找工作，而是在找一個「值得待下去的地方」
或許這裡就是你下一段旅程的開始！

我們是達暉，一群熱愛技術也在意生活的夥伴
這裡沒有所謂「完美履歷」的標準答案
有的是一個個願意嘗試、學習、合作的工程師，一起把事情做得更好

我們喜歡技術，也喜歡分享
過去辦過線上分享、讀書會、生活體驗課程，還會一起登山、玩桌遊、吃飯聊未來

你的成長不是被要求，而是被支持與期待
我們不只寫程式，也關心彼此的生活
歡迎你加入，讓我們一起邁向專業與樂趣兼具的未來
°o‧° °o‧° °o‧° °o‧° °o‧° °o‧° °o‧° °o‧° °o‧° °o‧° °o‧° °o‧° °o‧° °o‧° °o‧° °o‧° °o‧° °o‧°

▍職缺條件：
※ 熟悉 Python 3 
※ 熟悉 Git Version Control and Git Flow
※ 使用過 AWS、GCP、Azure 任一雲計算
※ 能夠撰寫可重複使用與模組化的程式碼
※ 熟悉 RESTful API 設計 
※ 熟悉內部與外部 API 串接
※ 熟悉 CI/CD 工具和開發流程
※ 熟悉 Mac / Linux 系統與環境操作指令
※ 熟悉使用 pytest 撰寫單元與整合測試
※ 熟悉 redis, cassandra 其中一種 NoSQL
※ 熟悉使用 Kubernetes 建立 Containerized applications
※ 了解常用的 design patterns
※ 了解 Scrum 開發流
※ 擁有良好的溝通協作能力
※ 能夠根據runtime log或system log分析程式錯誤的原因


▍工作內容：
※ 搜尋排序系統開發優化
※ 獨立設計並開發高效能、高容錯的廣告系統
※ 開發公司內部系統和 RESTful API
※ 整合異質系統、資料串接
※ 資料庫 schema 建置與維護
※ 設計高可用和高擴展, 高性能的後端架構

▍人格特質：
※樂於學習分享
※良好溝通能力
※追求程式品質

▍您能獲得：
※透過知名專案歷練，讓未來更好找工作。
※未來職涯規劃諮詢，了解定位擬訂計畫。
※線上技術訓練課程，隨時隨地都可學習。
※多元化生活體驗課，一同創造美好回憶。","GCP,CI/CD,redis,AWS,Kubernetes,Python","資料工程師,資料科學家",不需負擔管理責任,日班,未知,無需出差外派,不拘,"Python,Scrum,AWS","軟體工程系統開發,軟體程式設計",無
8si8y,產品應用服務課-系統分析師,億威電子系統股份有限公司,其他電子零組件相關業,台中市潭子區,經歷不拘,大學,待遇面議,,,,無薪資資訊,"年終獎金, 節日獎金/禮品, 津貼/補助, 停車位, 家庭日",10/22,https://www.104.com.tw/jobs/search?jobcat=2007001022&page=3,"1.客戶問題排解
2.設計系統操作畫面(UI)及操作流程(Flow)細節
3.與系統使用者進行需求分析、規劃並撰寫系統需求規格文件
4.至客戶端訪談並了解需求規格
5.主管交辦事項","MySQL,MS SQL","系統分析師,資料工程師,資料庫管理人員",不需負擔管理責任,日班，8:00-17:00,未知,需出差，一年累積時間約一個月以下,不拘,"MySQL,MS SQL","資料庫軟體應用,資料庫系統管理維護,建立╱維護零件資料庫,資料庫程式設計,系統整合分析,軟體工程系統開發","資工、資管、電機電子工程相關科系
其他需求條件：
1.具程式開發經驗
2.具資料庫開發、操作經驗(MySQL、MS SQL)"
8kbs5,AI開發工程師,神瑞人工智慧股份有限公司,醫療器材製造業,台北市南港區,1年以上,大學,待遇面議,,,,無薪資資訊,"距捷運南港軟體園區站約310公尺, 年終獎金",10/22,https://www.104.com.tw/jobs/search?jobcat=2007001022&page=3,"1. 參與醫學AI模型開發
2. 協助後端工程師將AI模型整合至網站式伺服器
3. 開發影像或文字前處理演算法
4. 撰寫實驗開發紀錄
5. 協助撰寫QMS文件",,"AI工程師,資料工程師,軟體工程師",不需負擔管理責任,日班,未知,無需出差外派,不拘,"Python,PyTorch,tensorflow","機器學習,深度學習,人工智慧,AI","1. 具Python使用經驗達2年以上
2. 具Tensorflow或Pytorch開發經驗達2年以上
3. 具自行修改模型Layer配置及參數調整能力
4. 具閱讀及撰寫英文文件能力

加分條件 :
1. 參與過醫學影像或自然語言AI模型開發專案
2. 參與過產品級AI模型開發
3. 理解Dicom影像格式或具有醫學影像處理能力
4. 理解調配GPU資源"
8sa9q,【台北】數據分析工程師,聯合骨科器材股份有限公司,醫療器材製造業,新北市永和區,2年以上,大學,待遇面議,,,,無薪資資訊,"上市上櫃, 年終獎金, 節日獎金/禮品, 津貼/補助, 分紅配股",10/22,https://www.104.com.tw/jobs/search?jobcat=2007001022&page=3,"1.商業數據整理、標註及分析報告製作。
2.自動化方法處理大量資料。
3.其他主管交辦事項。","Power BI,MS SQL,Python,C#,Tableau","數據分析師／資料分析師,系統分析師,資料工程師",不需負擔管理責任,日班，08:30-17:30,未知,無需出差外派,不拘,"C#,Python,MS SQL,Excel,Tableau,Power BI","專案溝通╱整合管理,數據分析,資料庫軟體應用","職務條件
1.瞭解 Data Warehouse 及大數據基本概念者佳。
2.具備資料結構、資料探勘、數據分析經驗及基礎程式能力。
3.能操作 Python、R、MS SQL 等數據分析工具。
4.熟悉 Tableau、Power BI 等商業智慧軟體尤佳。
5.熟悉 Excel 函數尤佳。
6.熟悉 .Net Core、C# 程式語言尤佳。
7.具備專案管理經驗尤佳。

其他條件
1.對數據分析有熱情，自主學習力強。
2.對數據敏感，邏輯性強。
3.具備高度細心及耐心，願意大量整理資料。
4.應試者可提供商業智慧作品。"
6k2x6,資料分析師 (Data Analyst),亞洲指標數位行銷顧問股份有限公司,廣告行銷公關業,台北市松山區,1年以上,碩士,"月薪39,000~50,000元",39000.0,50000.0,44500.0,,"距捷運中山國中站約500公尺, 年終獎金, 津貼/補助, 優於勞基法特休, 不扣薪病/事假",10/22,https://www.104.com.tw/jobs/search?jobcat=2007001022&page=3,"i-Buzz的核心理念是數據推動行銷策略，透過網路語料觀察與混搭資料研究進行開發，提供客戶深化的資料分析結果。另外欲透過自營的數位產品，挖掘使用者的行為數據，提供產品更好的體驗。

職務內容(5成資料分析 &  5成資料工程)如下：

1. 自然語言處理 (NLP) 優化
=> 負責現有斷詞系統(如 CKIP、jieba)的效能優化與詞彙庫調整，並針對大量文本資料進行關鍵字擷取與趨勢詞分析，協助提升語意理解的準確性與商業洞察能力。

2. API製作與維護
=> 將資料分析功能模組化後，並將其開發為 API( FastAPI、Cloud Run functions)。

3. 生成式AI的研發與應用
=> 包含 prompt 設計、以及實際業務場景中的應用開發，如智能客服、文本自動生成與摘要等，強化企業的智慧應用能力。

此職缺需熟悉Python、MongoDB，有API串接或製作、生成式AI應用、Linux使用經驗尤佳。

誠摯歡迎符合以上條件或有興趣者，且具責任心、勇於接受挑戰者的加入。",MongoDB,"資料工程師,數據分析師／資料分析師",不需負擔管理責任,日班,未知,無需出差外派,英文,"Linux,Python",不拘,"1. 具1年以上資料分析經驗。
2. 具邏輯力、溝通能力。
3. 個性主動積極，主動學習者。"
8tb5h,遊戲數據分析Game Data Analyst,遊悅科技股份有限公司,電腦軟體服務業,新北市永和區,經歷不拘,大學,"月薪36,000元以上",36000.0,,36000.0,最低保證薪資,"距捷運頂溪站約280公尺, 津貼/補助, 分紅配股, 部門聚餐, 健康檢查",10/22,https://www.104.com.tw/jobs/search?jobcat=2007001022&page=3,"• Work with large amounts of data to identify gaming experience insights 
• Provide innovative ways to better understand correlation of data 
• Work with production team to make sure data are specified, understood and consistent 
• Assist everyone to scope and prioritize future works","Java,Python","數據分析師／資料分析師,資料工程師",不需負擔管理責任,日班,未知,無需出差外派,英文,"Java,Python,Perl",不拘,"• Broad knowledge of applied mathematics, statistical methods and algorithms 
• Experience in data mining, data-intensive application development, databases, object-oriented design, machine learning algorithms and statistics software, predictive modeling, data analysis 
• Familiar with information retrieval, knowledge representation, computational linguistics, natural language processing, machine learning or text-mining 
• Experience in programming with Java, Python, and Perl; 
• Problem-solver with strong analytical skills 
• Passionate in software and video games 
• Can communicate effectively in English 
• Can work in a timely manner 
• Team player 
• willing to work hard"
8tho5,AI 工程師,莫比機器人股份有限公司,電腦軟體服務業,台北市大安區,1年以上,大學,"月薪55,000元以上",55000.0,,55000.0,最低保證薪資,"年終獎金, 津貼/補助, 分紅配股, 優於勞基法特休, 生日假",10/22,https://www.104.com.tw/jobs/search?jobcat=2007001022&page=3,"我們正在尋找一位充滿熱情、對人工智慧有無限想像的 AI 工程師，與我們一起打造未來！

【工作內容】
1. 負責開發產品核心AI Agent 以及生成式 AI 應用。
2. 理解產品需求執行AI Agent相關的調校與優化任務，如：提示工程、Agent微調等。
3. 處理與分析大量的結構化和非結構化資料，進行資料前處理和特徵工程。
4. 跨團隊合作，參與多AI代理(Multi-Agent)的系統設計，並執行技術實作與落地。
5. 研究與理解新的生成式 AI技術或論文，並提出結果與應用規劃。

【需求條件】
1. 擁有 1 年以上 Python 開發經驗，並熟練使用 Pandas、Numpy、Scikit-learn等套件。
2. 具有任一生成式 AI 框架的實作經驗，例如：LangGraph、CrewAI 或 AutoGen 等。
3. 對 RAG、提示工程、Ｍemory、MCP等 AI Agent 技術有一定程度的理解。
4. 有使用向量資料庫 (VectorDB) 或圖資料庫 (GraphDB) 等經驗。
5. 熟悉資料庫常用語法 (MySQL、MongoDB、PostgreSQL 其一)。
6. 有一定程度的演算法基礎，能完成演算法實作。
7. 具備良好的溝通協調能力與團隊合作精神。

【加分條件】
1. 有大語言模型微調或預訓練經驗。
2. 有自然語言處理 (NLP) 經驗。
3. 了解 Docker 或 K8s 等容器化知識。
4. 熟悉 Git Flow。","Docker,MySQL,MongoDB,Numpy,Pandas,Python,PostgreSQL","AI工程師,資料科學家",不需負擔管理責任,日班,未知,無需出差外派,不拘,"Python,Git","生成式AI,提示工程,自然語言處理,語言模型,AI",無
7ioip,SQL 開發工程師,聖嘉資訊科技股份有限公司,其它軟體及網路相關業,台北市信義區,1年以上,大學,"月薪35,000元以上",35000.0,,35000.0,最低保證薪資,"津貼/補助, 生日假, 部門聚餐, 進修補助",10/22,https://www.104.com.tw/jobs/search?jobcat=2007001022&page=3,"- SQL statement、Stored Procedure撰寫

- 需熟悉任一資料庫。

- 工作態度積極、負責，願意主動學習並重視團隊合作。

- 配合公司專案需求至客戶端駐點服務。(專案類型，非長期駐點)

- 資工/資管、理工相關科系畢業尤佳，無經驗可，3-5年經驗尤佳。

- 歡迎本年度應屆/屆退畢業生加入。",SQL,"軟體工程師,資料工程師,其他資訊專業人員",不需負擔管理責任,日班,未知,需出差外派，一年累積時間未定,英文,"Linux,MS SQL,Oracle,PostgreSQL,DB2","系統架構規劃,系統整合分析,軟體程式設計,資料庫程式設計,資料庫軟體應用",無
89q9w,數據實習工程師 (長期) / Data Engineer Intern,大數據股份有限公司,其它軟體及網路相關業,台北市中山區,經歷不拘,專科,時薪190元,33440.0,,33440.0,推估（時薪 × 8小時 × 22天）,"距捷運行天宮站約220公尺, 年終獎金, 節日獎金/禮品, 津貼/補助, 分紅配股",10/22,https://www.104.com.tw/jobs/search?jobcat=2007001022&page=3,"【工作內容】
- 爬蟲程式維護，提升可靠度與可用率
- 爬蟲相關帳號維護
- 主管交辦事項

【必要技能】
- 熟悉Python語法
- 熟悉HTML結構，能使用套件（如beautiful soup）解析網頁資料　

【加分條件】
- 有Git使用經驗
- 有爬蟲套件與框架(如Scrapy, Puppeteer, Selenium, Playwright)使用經驗
- 有Linux, Docker使用經驗",,實習生／工讀生,未知,日班，09:00~18:00,未知,未知,不拘,"Linux,Git,Python,HTML",不拘,無
6xmvb,Data Analysis Engineer,瑞昱半導體股份有限公司,半導體製造業,新竹市,經歷不拘,碩士,待遇面議,,,,無薪資資訊,"上市上櫃, 年終獎金, 節日獎金/禮品, 津貼/補助, 分紅配股",10/22,https://www.104.com.tw/jobs/search?jobcat=2007001022&page=3,"Responsibilities:
1. Data analysis and data processing.
2. Design and develop LLM applications such as chatbots, virtual assistants, and content generation tools.
3. Build and optimize RAG pipelines.
4. Fine tune LLMs and implement prompt engineering
5. Collaborate with teams to integrate AI models into daily work flow or business model.
6. Stay up to date with cutting-edge advancements in generative AI and actively contribute to solution innovation.

Requirements：
1. Strong expertise in LLMs and RAG
2. Experienced in model training, system integration, and developing AI applications 
3. Proficiency in Python, Statistics and key ML/AI development tools (e.g. PyTorch, TensorFlow)
4. Experienced in developing or deploying AI products or solutions
5. Experience with MLOps practices(model deployment, CI/CD) is plus","Python,CI/CD","其他資訊專業人員,系統工程師,MIS程式設計師",不需負擔管理責任,日班,未知,無需出差外派,英文,"Python,MS SQL,Excel",不拘,無
8lo09,【誠品線上】資深雲端數據工程師,誠品生活股份有限公司,百貨相關業,台北市信義區,3年以上,大學,待遇面議,,,,無薪資資訊,"遠端工作, 距捷運國父紀念館站約500公尺, 年終獎金, 節日獎金/禮品, 津貼/補助",10/22,https://www.104.com.tw/jobs/search?jobcat=2007001022&page=3,"誠品致力於打造結合文化、閱讀與生活的全通路生態圈，透過數位創新提升顧客體驗，實現線上與線下服務的無縫整合。

資訊暨商業應用創新處（ICI）負責誠品各類資訊系統的管理與維運，並專注於全通路服務的技術開發、數據分析、雲端技術與 AI 應用，致力於打造創新高效的數位解決方案。我們的目標是實現數據驅動決策、自動化流程與跨通路無縫連結，推動企業數位轉型。如果您對資訊技術充滿熱情，誠心邀請您投遞此職務，加入 ICI，與我們一同解鎖潛力、編碼未來，穩健前行。

【工作內容】
1.Looker Core維護與開發：
建置、維護及優化Looker資料模型與報表，提供各部門精準的決策數據。
設計並開發LookML，實現複雜的數據分析需求。
負責Looker系統的權限控管與使用者管理。
2.BigQuery數據維護與優化：
使用Composer排程，自動化數據處理流程，確保數據品質與時效性。
利用Dataform開發、管理及維護數據管道，提升數據處理效率。
進行BigQuery資料結構優化，提升查詢效能。
3.AI工具導入與應用：
參與AI工具在BigQuery與Looker Core上的導入與應用，探索AI在數據分析領域的潛力。
透過AI輔助工具，提升工作效率，並開發創新的數據分析解決方案。","GCP,SQL,AWS,Looker,Python","資料工程師,資料科學家,數據分析師／資料分析師",不需負擔管理責任,日班，依公司規定,部分遠端，每週應進公司天數，依公司遠端工作原則執行。,無需出差外派,英文,"Python,Looker studio",不拘,"1. 具有3年以上相關工作經驗，熟悉資料庫設計、SQL查詢、數據分析等
2. 具備良好的邏輯思考能力和問題解決能力
3. 對數據分析充滿熱情，喜歡探索數據中的價值
4. 熟悉敏捷開發流程，具備團隊合作精神
5. 具備良好的溝通能力，能夠與不同部門的同事協作
6. 未來發展
★成為數據分析領域的專家： 透過參與AI工具的導入與應用，成為數據分析領域的先驅
★引領數據驅動決策： 協助公司利用數據做出更明智的決策
★參與創新專案： 有機會參與公司內部的創新專案，發揮你的創意

【擅長工具】
必備： SQL、LookML、BigQuery、Composer、Dataform
加分： Python、雲端平台（GCP、AWS）"
8g0d9,商業分析師(Business Analyst),康翔科技股份有限公司,其它軟體及網路相關業,台北市信義區,經歷不拘,專科,待遇面議,,,,無薪資資訊,N/A,10/22,https://www.104.com.tw/jobs/search?jobcat=2007001022&page=4,"*熟悉MS Office (Word, Excel, Power Point, Visio, Project) 及UML (Use Case)
*具邏輯思考及商業分析技術,具備溝通技巧及問題解決能力且可獨立作業
 *至少具有保險行政相關3年以上經驗，一項或多項不同領域的Domain Know How，有參與行政流程規劃經驗尤佳。

*加分
1年以上產壽險保險公司行政作業流程規劃/資料分析或保經代系統相關工作經驗
1年以上保險系统需求商業流程及資料分析/規劃經驗",,"數據分析師／資料分析師,資料科學家,資料工程師",不需負擔管理責任,日班,未知,無需出差外派,不拘,"UML,Excel,PowerPoint,Visio,Word",不拘,無
8kqr1,商業分析師,雙子數位科技有限公司,電腦軟體服務業,台北市信義區,3年以上,學歷不拘,待遇面議,,,,無薪資資訊,N/A,10/22,https://www.104.com.tw/jobs/search?jobcat=2007001022&page=4,"【職缺內容】
1. 撰寫文件及溝通技巧、人際交往能力、談判人力
2. 能夠以業務需求術語與需求單位進行溝通
3. 自我激勵和指導、注重細節、多工作業
4. 卓越的分析、評估和解決問題的能力、服務導向、以人和解決方案為導向.
5. 以團隊為導向的協作環境中進行激勵,並展示敏捷思維和數據驅動思維以提供適當的解決方案。

【需求技能】
1. 至少 5 年以上產壽險保險公司行政作業流程規劃/資料分析或保經代系統相關工作經驗
2.  3 年以上保險系統需求商業流程及資料分析/規劃經驗
3. 熟悉 MS Office (Word, Excel, Power Point, Visio, Project ) 及 UML (Use Case)
4. 具邏輯思考及商業分析技術,具備溝通技巧及問題解決能力且可獨立作業",,"數據分析師／資料分析師,資料科學家,資料工程師",不需負擔管理責任,日班,未知,無需出差外派,不拘,--,不拘,無
8nf2t,數據應用工程師,聯經數位股份有限公司,電腦系統整合服務業,新北市汐止區,經歷不拘,大學,待遇面議,,,,無薪資資訊,N/A,10/22,https://www.104.com.tw/jobs/search?jobcat=2007001022&page=4,"針對部門制定的集團數據中台系統發展策略，提供專業技術執行能力，以最佳專業、效率、協調及溝通能力支援各事業體單位，運用數據系統相關服務，並尋找合適之內、外部夥伴進行需求訪談、計劃、開發、測試、維運、檢討等技術作業，為部門創造更高經營績效。

【工作內容】
1.有效提供部門技術支援，協助溝通、評估、規劃、開發及管理各項數據系統相關之發展計劃以達部門要求目標。
2.有效提供部門技術支援，協助製定數據系統相關作業程序及辦法。並確保系統穩定性、資料安全性、準確性及適用性能滿足各需求單位需求。
3.有效提供部門技術支援，透過專業技術或工具進行資料清理、結構化、分析，及呈現，友善各需求單位取得數據加以應用。
4.隨時掌握數據系統工程之產業最新知識、技術、應用及趨勢。
5.其它主管交辦事項。

【必要條件】
1.熟悉基礎 SQL 語法與 Bigquery 進階用法，能做有效之高端應用。
2.具備基礎 Python 開發能力。

【加分條件】
1. 提案與簡報技巧、清晰邏輯思考與表達能力。
2. 具備 GA4 Bigquery等源資料 (Raw Data) 萃取/清理經驗者佳。
3. 具備 Google Looker Studio 開發設計經驗者佳。
4. 具備媒體或相關產業的網站用戶行為，數據處理工程經驗者佳。

【面試需知】
需進行約45分鐘的基礎與進階SQL筆試，不限任何作答形式。","SQL,Python,Looker","系統分析師,數據分析師／資料分析師,資料工程師",不需負擔管理責任,日班，09:00~17:30,未知,無需出差外派,不拘,--,不拘,無
8ntvd,影像處理工程師,鉅嘉聯合科技股份有限公司,其他電子零組件相關業,新北市中和區,3年以上,大學,待遇面議,,,,無薪資資訊,N/A,10/22,https://www.104.com.tw/jobs/search?jobcat=2007001022&page=4,"1.相機模組內、外參標定演算法開發維護與優化。
2.相機模組品質產測演算法開發維護與優化。
3.具備 AI/Deep learning 模型建置及應用能力。
4.具備資料分析處理能力，及數理解決問題能力。
5.AOI 來料品質檢測深度學習演算法建置與開發。
6.熟悉影像處理, 電腦視覺相關原理及演算法應用。
7.熟悉 C/C++、CUDA、Python 環境程式語言開發。
8.具備 Automotive、AR/VA、dToF、iToF、Structured light 相關模組經驗者佳。",Python,"演算法工程師,AI工程師,資料科學家",不需負擔管理責任,日班,未知,需出差，一年累積時間未定,英文,"Word,Excel,PowerPoint,C++,Visual Studio,Python,OpenCV",不拘,無
22b1n,軟體設計工程師,同創科技股份有限公司,電腦軟體服務業,台南市新營區,經歷不拘,專科,"年薪650,000元以上",54166.0,,54166.0,年薪轉換為月薪,N/A,10/22,https://www.104.com.tw/jobs/search?jobcat=2007001022&page=4,"1.負責軟體之分析、設計以及程式撰寫。
2.規劃執行軟體架構及模組之設計，並控管軟體設計進度。
3.進行軟體之測試與修改。
4.規劃、執行與維護量產的產品。
5.協助研發軟體新技術與新工具。
6.負責電腦資訊之傳輸，以及電腦軟體、資料庫、資料結構之維修與研發。
7.設計、撰寫、維修及更新軟體，以控制硬體與電腦應用軟體之連接。
8.維護資料庫管理系統，確保資料的安全性。
9.分析電腦使用者需要，以發展硬體和軟體架構。
10.瞭解各使用需求單位對資訊服務的需求，並建議最佳作業方式。",,"軟體工程師,系統分析師,資料庫管理人員",不需負擔管理責任,日班，08:30~18:00,未知,無需出差外派,英文,"C#,Java,Visual C#,MS SQL,C++,HTML","伺服器網站管理維護,作業系統基本操作,資料備份與復原,軟體工程系統開發,軟體程式設計,網路程式設計,資料庫系統管理維護,資料庫程式設計,資料庫軟體應用",無
8v0zj,"Data Center Equipment, Senior Manufacturing Engineer",Google_美商科高國際有限公司,網際網路相關業,台北市信義區,經歷不拘,學歷不拘,待遇面議,,,,無薪資資訊,外商公司,10/22,https://www.104.com.tw/jobs/search?jobcat=2007001022&page=4,未知,,"硬體研發工程師,軟體工程師,系統工程師",不需負擔管理責任,日班,未知,無需出差外派,不拘,--,不拘,無
8lwq3,《數位轉型》AI系統工程師,裕隆集團移動服務事業_格上汽車租賃股份有限公司,運輸工具設備租賃業,新北市新店區,3年以上,大學,待遇面議,,,,無薪資資訊,"距捷運七張站約330公尺, 年終獎金, 節日獎金/禮品, 津貼/補助, 家庭日",10/22,https://www.104.com.tw/jobs/search?jobcat=2007001022&page=4,"我們正在尋找一位經驗豐富的AI系統工程師，協助開發與維護 AI 客服產品。
這職位將負責：
1. 負責 LLM（大型語言模型）驅動之 AI Agent 系統的架構設計與核心模組開發，包含任務規劃、記憶管理、工具調用與流程執行。
2. 主導通用型 Agent 平台開發，實現多任務協作與多 Agent 協同運作，提升大型模型在複雜商業場景中的穩定性與易用性。
3. 應用 LLM、RAG、向量搜尋、Function Calling 等關鍵技術，打造具備上下文理解與知識注入能力的智慧系統。
4. 建立 Agent 行為的評估機制與自動化測試工具，持續優化任務完成率、回覆品質與系統可靠度。
5. 推動 AI Agent 在垂直場景中的應用，如搜尋、交易、深度分析與自動化數據工程，釋放大型語言模型的最大價值。

必要條件

- 具備 3 年以上相關工作經驗
- 精通 Python 程式設計
- 熟悉 SQL 及資料庫設計，具備優化查詢效能的經驗
- 具備開發及維護 RESTful API 的實務經驗
- 了解 LLM 應用開發及提示詞工程的基本概念
- 具備強大的問題解決能力及團隊合作精神
- 對新技術有強烈的學習與探索意願

加分條件

- 具備 CI/CD 實務經驗，熟悉自動化部署流程
- 具備雲端服務使用經驗 (GCP)
- 熟悉容器化技術 (Docker, Kubernetes)","Docker,GCP,CI/CD,SQL,Kubernetes,Python","資料科學家,資料工程師,數據分析師／資料分析師",不需負擔管理責任,日班，08:30~17:30(30分鐘彈性),未知,無需出差外派,不拘,--,"深度學習,AI",#工作經驗三年以上
8uubz,ERP導入顧問(億看系統),上尚文化企業有限公司,其他教育服務業,新北市板橋區,1年以上,高中,"時薪1,500元以上",264000.0,,264000.0,推估（時薪 × 8小時 × 22天）,"遠端工作, 距捷運板新站約60公尺, 年終獎金, 節日獎金/禮品, 津貼/補助",10/22,https://www.104.com.tw/jobs/search?jobcat=2007001022&page=4,"工作內容：
1.須熟悉Ecount ERP系統
2.協助設定億看系統
3.依業務或會計需求調整ERP功能

可遠端，工作時間可談",,"教育訓練人員,軟體工程師,資料工程師",未知,日班/假日班，8:30~17:30(可議),完全遠端,未知,不拘,--,不拘,無
