iter	RMSE
120	0.1959063944
121	0.195479724
122	0.1947226487
123	0.1938537412
124	0.1932805501
125	0.1926712825
126	0.1918782157
127	0.191549883
128	0.1909713935
129	0.1902173778
130	0.1899752175
131	0.1892760435
132	0.1888531129
133	0.1883868282
134	0.1879318568
135	0.1874175234
136	0.1867292173
137	0.1864854441
138	0.1861343943
139	0.1855089945
140	0.1852140995
141	0.1847337428
142	0.1839979606
143	0.1836670605
144	0.1831247268
145	0.1825333946
146	0.1821586367
147	0.1818287241
148	0.1814595702
149	0.1810164173
150	0.1805967718
151	0.179838666
152	0.1794466733
153	0.1791531086
154	0.1786718006
155	0.1781690122
156	0.177633946
157	0.1772341547
158	0.1766971269
159	0.1764514162
160	0.1761599097
161	0.1758257098
162	0.1751018045
163	0.1745360661
164	0.1740815338
165	0.1733760621
166	0.1729877674
167	0.1723214522
168	0.1719031851
169	0.1710585963
170	0.1703671607
171	0.1699221763
172	0.1694833054
173	0.1691034337
174	0.168975913
175	0.1687499097
176	0.1680657349
177	0.1672816835
178	0.1668460124
179	0.1665367118
180	0.1662549254
181	0.1656170747
182	0.1653399973
183	0.1648170599
184	0.1641192251
185	0.1635369403
186	0.1633034829
187	0.1630093466
188	0.1626834597
189	0.1621502858
190	0.1618694189
191	0.1615633805
192	0.1613120085
193	0.160949911
194	0.1604386509
195	0.1599486784
196	0.1595004288
197	0.1592284961
198	0.1584801064
199	0.158052286
200	0.1577871815
201	0.1571615183
202	0.156813662
203	0.1563312691
204	0.1554463946
205	0.1546472011
206	0.1544660562
207	0.1542525436
208	0.15395552
209	0.1535019488
210	0.1530479268
211	0.1527137637
212	0.1523481063
213	0.151894226
214	0.1514957076
215	0.1511298269
216	0.1508864487
217	0.1506448049
218	0.1503049278
219	0.1499432782
220	0.1494837754
221	0.1493542372
222	0.1490342141
223	0.1483552706
224	0.1482719297
225	0.147507132
226	0.1473589871
227	0.1467657503
228	0.1462999752
229	0.1460628523
230	0.1453508535
231	0.1446072235
232	0.1443099908
233	0.1441854217
234	0.1437328757
235	0.1434363577
236	0.1428730664
237	0.1422282899
238	0.1416764169
239	0.1414381248
240	0.1411096204
241	0.1407163391
242	0.1403050433
243	0.1396913911
244	0.1394120902
245	0.1390572893
246	0.1385353332
247	0.1382011504
248	0.1376452328
249	0.137355152
250	0.1370168616
251	0.1365211723
252	0.136351232
253	0.1361104197
254	0.1357515464
255	0.135220626
256	0.1346548231
257	0.1342349981
258	0.1337549707
259	0.1332783086
260	0.1327714446
261	0.1323829105
262	0.1321169748
263	0.1320626969
264	0.1315550733
265	0.131231688
266	0.1309067301
267	0.1306453049
268	0.1298997306
269	0.1296389996
270	0.1294933054
271	0.1292169146
272	0.1290484498
273	0.1287960175
274	0.1285968332
275	0.1282134827
276	0.1278569085
277	0.1272889974
278	0.1270923567
279	0.1270011854
280	0.1267530504
281	0.1263032747
282	0.1257918522
283	0.125545565
284	0.1252732358
285	0.1250380652
286	0.1249731031
287	0.1247664889
288	0.1242894813
289	0.1237349274
290	0.1234426424
291	0.1233923188
292	0.1230074952
293	0.1227201315
294	0.1224838829
295	0.122442528
296	0.1222615447
297	0.1220606539
298	0.1216804702
299	0.1213970901
300	0.1211500565
301	0.12097775
302	0.1207163499
303	0.1205032074
304	0.120170681
305	0.1198281049
306	0.1194500457
307	0.1187510477
308	0.1186068892
309	0.1182531587
310	0.1180885794
311	0.1178050753
312	0.1174574546
313	0.1172318393
314	0.116952775
315	0.1168501514
316	0.1165864602
317	0.1163216147
318	0.1157357039
319	0.1154665749
320	0.1150196538
321	0.1144783863
322	0.1144113656
323	0.1137917242
324	0.1135026386
325	0.1130818976
326	0.1126890082
327	0.1125474194
328	0.1123835365
329	0.1121674661
330	0.1120792349
331	0.1119365697
332	0.1115539896
333	0.1110900414
334	0.1110251311
335	0.1106288203
336	0.1103228117
337	0.1100988538
338	0.1099217624
339	0.1095208591
340	0.1091151084
341	0.108754396
342	0.1085865205
343	0.1084147865
344	0.1078398707
345	0.1075793563
346	0.1074703372
347	0.1071813128
348	0.1068500174
349	0.1065807498
350	0.1063288674
351	0.1060009627
352	0.1057648288
353	0.1055292237
354	0.1052498508
355	0.1049292312
356	0.1047401076
357	0.104486056
358	0.1040337976
359	0.1038347262
360	0.1036863332
361	0.1034794848
362	0.1032392802
363	0.1029738005
364	0.1026934577
365	0.1023164194
366	0.1020224503
367	0.101833649
368	0.1017361927
369	0.1015785693
370	0.1012199292
371	0.1010098471
372	0.1006772446
373	0.1003292829
374	0.1001189518
375	0.09986937567
376	0.09960616829
377	0.09945853807
378	0.09927648276
379	0.09891486483
380	0.09869631761
381	0.09838069476
382	0.09818780156
383	0.09782093206
384	0.09747890047
385	0.09742869109
386	0.09703642996
387	0.09688328931
388	0.09670899677
389	0.09641580268
390	0.09615700278
391	0.09599195903
392	0.09565163119
393	0.09546235615
394	0.09530392275
395	0.09509056764
396	0.09490638869
397	0.09470603438
398	0.09445656625
399	0.09408662625
400	0.09399944478
401	0.09381088454
402	0.09333564499
403	0.09305575747
404	0.09273818064
405	0.09250947732
406	0.09241718723
407	0.09227295569
408	0.09201924233
409	0.0917575088
410	0.09165172338
411	0.09154340058
412	0.09136990821
413	0.09122212512
414	0.09104375593
415	0.09086338169
416	0.09070250999
417	0.09045076808
418	0.09031129641
419	0.09005839972
420	0.08999591718
421	0.08979974378
422	0.08951037791
423	0.08927719946
424	0.08905576248
425	0.08890969711
426	0.08878506849
427	0.0884142237
428	0.0883074552
429	0.08815335361
430	0.08787776486
431	0.08778929596
432	0.08750068617
433	0.08738850998
434	0.08718156289
435	0.08700034043
436	0.0868363532
437	0.08665932852
438	0.08636386511
439	0.08612114877
440	0.08589217933
441	0.08574952815
442	0.08553900403
443	0.0852092815
444	0.08483763059
445	0.0847881451
446	0.08465599321
447	0.08448488772
448	0.08438305026
449	0.08435894295
450	0.08421342
451	0.08412404868
452	0.08400720771
453	0.08364838129
454	0.0833656926
455	0.08313109247
456	0.08294313864
457	0.08260505898
458	0.08240063256
459	0.08219164399
460	0.08217540601
461	0.08198025593
462	0.08179326367
463	0.08168453339
464	0.08149411493
465	0.08138209918
466	0.08129446499
467	0.08116216469
468	0.08098875397
469	0.08082405173
470	0.08069612572
471	0.0804372687
472	0.08026778761
473	0.08007798803
474	0.0799404063
475	0.07988307252
476	0.07979455106
477	0.079638618
478	0.07946063038
479	0.07936942741
480	0.07909811218
481	0.07888550542
482	0.07876394568
483	0.07851131882
484	0.07846399204
485	0.0783487458
486	0.07822570719
487	0.07811291043
488	0.07787756511
489	0.07762642372
490	0.07746648113
491	0.07740775447
492	0.07726604234
493	0.07706997545
494	0.07692168742
495	0.07671273587
496	0.07661848065
497	0.07655080261
498	0.07647172465
499	0.07631341752
